Channel,Alter,Land,Absprungrate,Nutzer,Seiten/Sitzung,Sitzungsdauer,Eindeutige Ereignisse,Einkaufswagen,Purchase_Completed,Conversion_Rate,Preis,Betsellwert,Gesamtwert,Umsatz
483,Organic Search,45-54,Malaysia,60.0,303,3.97,00:03:30,173,50,0,0.0,0.0,0.0,0.0,0.0
484,Other Paid Search,65+,United States,60.0,123,2.77,00:01:22,195,7,0,0.0,0.0,0.0,0.0,0.0
485,Paid Search,55-64,Canada,60.0,123,2.57,00:00:53,195,0,0,0.0,0.0,0.0,0.0,0.0
486,Direct,18-24,Germany,59.99,1154,3.09,00:01:22,498,65,0,0.0,0.0,0.0,0.0,0.0
487,Organic Search,25-34,New Zealand,59.96,851,3.24,00:02:12,317,36,0,0.0,0.0,0.0,0.0,0.0
488,Social,25-34,Dominican Republic,59.92,252,1.86,00:00:45,151,7,0,0.0,0.0,0.0,0.0,0.0
489,Affiliates,25-34,Australia,59.86,267,2.7,00:02:26,87,14,0,0.0,0.0,0.0,0.0,0.0
490,Social,25-34,Belarus,59.86,281,1.57,00:00:36,29,0,0,0.0,0.0,0.0,0.0,0.0
491,Organic Search,25-34,Indonesia,59.86,1710,4.53,00:02:22,1298,317,0,0.0,0.0,0.0,0.0,0.0
492,Organic Search,35-44,Chile,59.83,332,4.18,00:02:53,231,50,0,0.0,0.0,0.0,0.0,0.0
493,Social,35-44,Albania,59.73,317,1.75,00:01:07,43,0,0,0.0,0.0,0.0,0.0,0.0
494,Social,35-44,Bosnia & Herzegovina,59.73,397,1.67,00:00:34,94,0,0,0.0,0.0,0.0,0.0,0.0
495,Social,25-34,Netherlands,59.73,548,2.61,00:01:39,144,22,0,0.0,0.0,0.0,0.0,0.0
496,Organic Search,35-44,Netherlands,59.72,2150,3.19,00:01:33,1046,166,0,0.0,0.0,0.0,0.0,0.0
497,Referral,25-34,Bulgaria,59.72,72,1.9,00:00:21,7,0,0,0.0,0.0,0.0,0.0,0.0
498,Social,18-24,Moldova,59.72,72,1.5,00:00:13,0,0,0,0.0,0.0,0.0,0.0,0.0
499,Organic Search,35-44,Germany,59.59,3635,3.08,00:01:32,1428,440,0,0.0,0.0,0.0,0.0,0.0
500,Social,35-44,Morocco,59.59,339,1.66,00:00:31,94,29,0,0.0,0.0,0.0,0.0,0.0
501,Direct,65+,India,59.55,245,2.73,00:01:33,101,7,0,0.0,0.0,0.0,0.0,0.0
502,Direct,25-34,Portugal,59.41,188,2.02,00:02:44,188,7,0,0.0,0.0,0.0,0.0,0.0
503,Organic Search,45-54,Germany,59.39,1212,3.08,00:01:31,527,115,0,0.0,0.0,0.0,0.0,0.0
504,Referral,18-24,Brazil,59.31,296,3.16,00:01:25,94,7,0,0.0,0.0,0.0,0.0,0.0
505,Organic Search,18-24,Sweden,59.26,1039,2.65,00:01:19,325,50,0,0.0,0.0,0.0,0.0,0.0
506,Organic Search,25-34,Ukraine,59.24,1587,4.19,00:02:32,1262,310,7,0.34,16.83,451.9,3163.31,3163.31
507,Paid Search,25-34,Canada,59.23,310,2.9,00:01:02,65,29,0,0.0,0.0,0.0,0.0,0.0
508,Social,18-24,Egypt,59.14,1284,2.17,00:00:57,534,43,0,0.0,0.0,0.0,0.0,0.0
509,Organic Search,18-24,Austria,59.14,837,2.95,00:01:24,245,43,0,0.0,0.0,0.0,0.0,0.0
510,Organic Search,25-34,Spain,59.13,5165,3.26,00:02:25,2294,418,0,0.0,0.0,0.0,0.0,0.0
511,Organic Search,55-64,Belgium,59.12,151,2.5,00:00:29,65,0,0,0.0,0.0,0.0,0.0,0.0
512,Paid Search,18-24,Canada,59.07,180,10.27,00:03:06,411,310,0,0.0,0.0,0.0,0.0,0.0
513,Referral,35-44,Spain,59.05,548,3.46,00:04:20,159,14,0,0.0,0.0,0.0,0.0,0.0
514,Organic Search,45-54,France,58.98,750,3.09,00:01:45,433,115,0,0.0,0.0,0.0,0.0,0.0
515,Social,55-64,Egypt,58.97,180,2.11,00:01:36,79,0,0,0.0,0.0,0.0,0.0,0.0
516,Social,55-64,Malaysia,58.97,188,1.92,00:00:35,22,0,0,0.0,0.0,0.0,0.0,0.0
517,Organic Search,18-24,Germany,58.96,6990,3.14,00:01:22,2856,512,0,0.0,0.0,0.0,0.0,0.0
518,Organic Search,25-34,Poland,58.94,2633,3.43,00:01:43,1450,252,0,0.0,0.0,0.0,0.0,0.0
519,Social,25-34,Serbia,58.93,591,1.58,00:00:27,108,0,0,0.0,0.0,0.0,0.0,0.0
520,Organic Search,35-44,Denmark,58.9,894,3.9,00:01:22,469,94,0,0.0,0.0,0.0,0.0,0.0
521,Direct,25-34,United Arab Emirates,58.85,195,2.17,00:01:05,43,22,0,0.0,0.0,0.0,0.0,0.0
522,Organic Search,18-24,Hungary,58.82,491,2.76,00:01:53,166,29,0,0.0,0.0,0.0,0.0,0.0
523,Organic Search,25-34,Greece,58.82,988,2.7,00:02:15,325,29,0,0.0,0.0,0.0,0.0,0.0
524,Social,45-54,Malaysia,58.81,404,2.02,00:00:44,43,0,0,0.0,0.0,0.0,0.0,0.0
525,Direct,18-24,Switzerland,58.78,209,3.68,00:02:08,238,43,0,0.0,0.0,0.0,0.0,0.0
526,Organic Search,18-24,Malaysia,58.65,1132,4.36,00:02:27,664,188,0,0.0,0.0,0.0,0.0,0.0
527,Social,35-44,Malaysia,58.61,491,1.53,00:00:28,58,0,0,0.0,0.0,0.0,0.0,0.0
528,Organic Search,18-24,Denmark,58.6,916,2.81,00:01:57,411,22,0,0.0,0.0,0.0,0.0,0.0
529,Social,25-34,Australia,58.56,519,2.14,00:00:51,144,14,0,0.0,0.0,0.0,0.0,0.0
530,Organic Search,35-44,Russia,58.54,491,4.57,00:02:05,339,65,0,0.0,0.0,0.0,0.0,0.0
531,Social,25-34,Bulgaria,58.54,541,2.1,00:00:51,274,0,0,0.0,0.0,0.0,0.0,0.0
532,Affiliates,25-34,Indonesia,58.54,101,3.11,00:01:50,43,29,0,0.0,0.0,0.0,0.0,0.0
533,Organic Search,35-44,Estonia,58.54,115,3.76,00:01:25,29,7,0,0.0,0.0,0.0,0.0,0.0
534,Referral,25-34,Romania,58.54,108,1.76,00:00:30,14,7,0,0.0,0.0,0.0,0.0,0.0
535,Organic Search,18-24,Poland,58.5,1760,3.73,00:02:22,1233,130,0,0.0,0.0,0.0,0.0,0.0
536,Social,35-44,Indonesia,58.48,1089,2.09,00:00:57,216,0,0,0.0,0.0,0.0,0.0,0.0
537,Organic Search,55-64,Brazil,58.45,238,2.97,00:00:55,43,50,0,0.0,0.0,0.0,0.0,0.0
538,Organic Search,25-34,Hungary,58.44,584,3.36,00:01:58,332,87,0,0.0,0.0,0.0,0.0,0.0
539,Social,18-24,Taiwan,58.42,1450,2.53,00:01:41,397,58,0,0.0,0.0,0.0,0.0,0.0
540,Organic Search,18-24,Croatia,58.38,289,4.36,00:01:35,173,29,0,0.0,0.0,0.0,0.0,0.0
541,Social,25-34,Austria,58.38,159,2.62,00:00:29,36,14,0,0.0,0.0,0.0,0.0,0.0
542,Social,65+,Chile,58.38,151,2.88,00:01:24,137,14,0,0.0,0.0,0.0,0.0,0.0
543,Organic Search,35-44,Belgium,58.3,750,3.1,00:01:27,361,43,0,0.0,0.0,0.0,0.0,0.0
544,Direct,25-34,Poland,58.12,613,4.05,00:02:15,397,65,7,0.92,122.63,245.25,1716.76,1716.76
545,Organic Search,35-44,Poland,58.1,1089,3.14,00:01:11,454,58,0,0.0,0.0,0.0,0.0,0.0
546,Direct,25-34,Saudi Arabia,58.08,231,3.13,00:01:02,151,29,0,0.0,0.0,0.0,0.0,0.0
547,Organic Search,55-64,Italy,58.08,260,3.61,00:01:27,166,22,0,0.0,0.0,0.0,0.0,0.0
548,Social,25-34,Hong Kong,58.08,224,5.66,00:02:25,159,50,0,0.0,0.0,0.0,0.0,0.0
549,Organic Search,18-24,Hong Kong,58.05,931,4.21,00:01:53,527,94,0,0.0,0.0,0.0,0.0,0.0
550,Organic Search,35-44,Peru,58.05,454,5.51,00:04:18,599,281,0,0.0,0.0,0.0,0.0,0.0
551,Organic Search,18-24,Greece,58.04,671,4.75,00:01:55,491,29,0,0.0,0.0,0.0,0.0,0.0
552,Organic Search,18-24,Lithuania,58.04,173,2.96,00:01:13,58,14,0,0.0,0.0,0.0,0.0,0.0
553,Social,18-24,Iraq,58.04,216,1.9,00:00:35,14,0,0,0.0,0.0,0.0,0.0,0.0
554,Social,65+,Israel,58.04,195,1.77,00:01:26,72,0,0,0.0,0.0,0.0,0.0,0.0
555,Direct,18-24,Malaysia,58.03,260,6.53,00:04:08,339,14,0,0.0,0.0,0.0,0.0,0.0
556,Organic Search,18-24,India,57.96,25665,3.02,00:01:49,11036,2251,0,0.0,0.0,0.0,0.0,0.0
557,Affiliates,25-34,Spain,57.91,339,2.46,00:01:49,159,14,0,0.0,0.0,0.0,0.0,0.0
558,Referral,25-34,Colombia,57.89,274,2.84,00:03:12,130,36,0,0.0,0.0,0.0,0.0,0.0
559,Display,25-34,United States,57.83,7372,4.2,00:02:00,6809,1587,188,1.75,5.82,278.69,52394.64,52394.64
560,Social,25-34,Bosnia & Herzegovina,57.81,469,1.78,00:00:34,188,0,0,0.0,0.0,0.0,0.0,0.0
561,Organic Search,45-54,Spain,57.8,822,3.05,00:01:38,390,14,0,0.0,0.0,0.0,0.0,0.0
562,Organic Search,18-24,Argentina,57.79,411,6.21,00:03:06,418,29,0,0.0,0.0,0.0,0.0,0.0
563,Organic Search,18-24,Slovakia,57.78,527,5.55,00:01:47,577,108,0,0.0,0.0,0.0,0.0,0.0
564,Social,25-34,Romania,57.74,2085,2.34,00:01:10,548,22,0,0.0,0.0,0.0,0.0,0.0
565,Organic Search,35-44,France,57.69,2373,3.59,00:02:07,1277,274,0,0.0,0.0,0.0,0.0,0.0
566,Organic Search,25-34,Switzerland,57.68,1782,3.79,00:01:39,801,108,0,0.0,0.0,0.0,0.0,0.0
567,Direct,18-24,Austria,57.66,137,2.95,00:00:38,22,0,0,0.0,0.0,0.0,0.0,0.0
568,Organic Search,65+,Denmark,57.66,115,3.37,00:03:42,87,0,0,0.0,0.0,0.0,0.0,0.0
569,Organic Search,25-34,Jordan,57.62,137,3.58,00:03:09,87,36,0,0.0,0.0,0.0,0.0,0.0
570,Organic Search,65+,Netherlands,57.62,137,2.72,00:01:17,50,0,0,0.0,0.0,0.0,0.0,0.0
571,Social,25-34,New Zealand,57.62,130,1.86,00:00:22,22,0,0,0.0,0.0,0.0,0.0,0.0
572,Organic Search,35-44,Pakistan,57.56,209,4.58,00:01:57,195,14,0,0.0,0.0,0.0,0.0,0.0
573,Social,25-34,Kosovo,57.56,180,2.12,00:00:41,144,0,0,0.0,0.0,0.0,0.0,0.0
574,Social,35-44,Croatia,57.56,231,2.42,00:00:59,72,0,0,0.0,0.0,0.0,0.0,0.0
575,Social,65+,Macedonia (FYROM),57.56,231,1.97,00:00:50,29,0,0,0.0,0.0,0.0,0.0,0.0
576,Organic Search,45-54,India,57.54,1010,2.34,00:01:11,224,7,0,0.0,0.0,0.0,0.0,0.0
577,Social,45-54,Philippines,57.54,1060,1.75,00:00:41,0,0,0,0.0,0.0,0.0,0.0,0.0
578,Organic Search,25-34,Romania,57.54,967,3.99,00:02:03,570,115,0,0.0,0.0,0.0,0.0,0.0
579,Organic Search,55-64,Germany,57.51,411,4.05,00:01:10,216,29,0,0.0,0.0,0.0,0.0,0.0
580,Affiliates,25-34,Ireland,57.47,87,1.49,00:00:32,22,0,0,0.0,0.0,0.0,0.0,0.0
581,Affiliates,25-34,Pakistan,57.47,72,3.4,00:03:40,58,14,0,0.0,0.0,0.0,0.0,0.0
582,Direct,35-44,Greece,57.47,79,3.23,00:02:23,43,7,0,0.0,0.0,0.0,0.0,0.0
583,Social,25-34,Estonia,57.47,87,3.48,00:02:01,22,0,0,0.0,0.0,0.0,0.0,0.0
584,Social,65+,Mongolia,57.47,87,1.57,00:00:23,0,0,0,0.0,0.0,0.0,0.0,0.0
585,Social,35-44,Singapore,57.45,188,3.19,00:01:29,79,29,7,3.72,11.41,58.69,410.8,410.8
586,Organic Search,25-34,Estonia,57.44,274,2.62,00:01:22,65,14,0,0.0,0.0,0.0,0.0,0.0
587,Organic Search,18-24,Georgia,57.43,101,1.71,00:00:12,0,0,0,0.0,0.0,0.0,0.0,0.0
588,Organic Search,55-64,Argentina,57.43,87,5.29,00:01:59,87,43,0,0.0,0.0,0.0,0.0,0.0
589,Social,45-54,South Africa,57.43,101,1.71,00:00:32,22,0,0,0.0,0.0,0.0,0.0,0.0
590,Organic Search,25-34,Norway,57.34,945,3.57,00:01:43,534,173,0,0.0,0.0,0.0,0.0,0.0
591,Organic Search,18-24,Switzerland,57.33,981,3.99,00:01:50,491,274,0,0.0,0.0,0.0,0.0,0.0
592,Direct,35-44,Sweden,57.27,375,3.1,00:02:13,173,43,0,0.0,0.0,0.0,0.0,0.0
593,Other Paid Search,45-54,United States,57.27,397,5.13,00:02:32,440,79,7,1.54,21.18,52.76,369.32,369.32
594,Direct,35-44,Germany,57.27,945,3.4,00:01:39,346,50,14,1.34,78.72,326.14,4566.0,4566.0
595,Organic Search,35-44,India,57.25,2856,2.57,00:01:44,923,137,0,0.0,0.0,0.0,0.0,0.0
596,Affiliates,25-34,Germany,57.22,325,3.58,00:01:55,159,14,0,0.0,0.0,0.0,0.0,0.0
597,Direct,18-24,Spain,57.18,353,2.59,00:01:23,94,14,0,0.0,0.0,0.0,0.0,0.0
598,Organic Search,18-24,Chile,57.14,231,2.52,00:00:53,108,14,0,0.0,0.0,0.0,0.0,0.0
599,Referral,25-34,Thailand,57.1,267,3.55,00:01:51,151,14,0,0.0,0.0,0.0,0.0,0.0
600,Social,35-44,India,57.09,1536,2.01,00:00:59,231,79,0,0.0,0.0,0.0,0.0,0.0
601,Social,18-24,India,57.03,11282,2.28,00:00:56,2893,325,0,0.0,0.0,0.0,0.0,0.0
602,Organic Search,18-24,Netherlands,56.95,3888,3.23,00:02:13,1948,498,0,0.0,0.0,0.0,0.0,0.0
603,Social,35-44,Bulgaria,56.94,382,1.81,00:00:32,58,7,0,0.0,0.0,0.0,0.0,0.0
604,Direct,35-44,Turkey,56.93,202,3.18,00:01:27,101,22,0,0.0,0.0,0.0,0.0,0.0
605,Social,65+,Albania,56.93,195,1.53,00:00:24,7,0,0,0.0,0.0,0.0,0.0,0.0
606,Social,25-34,United Kingdom,56.85,1681,2.55,00:00:51,447,72,7,0.39,18.24,26.53,185.74,185.74
607,Affiliates,35-44,Taiwan,56.78,231,3.34,00:01:16,202,108,0,0.0,0.0,0.0,0.0,0.0
608,Social,35-44,United Kingdom,56.77,1096,2.37,00:00:46,310,7,0,0.0,0.0,0.0,0.0,0.0
609,Direct,18-24,Brazil,56.76,765,4.16,00:02:11,563,65,0,0.0,0.0,0.0,0.0,0.0
610,Direct,18-24,Netherlands,56.71,563,3.5,00:01:53,418,188,0,0.0,0.0,0.0,0.0,0.0
611,Referral,18-24,France,56.71,606,4.0,00:03:41,281,115,22,1.0,12.11,86.49,605.41,605.41
612,Organic Search,35-44,Australia,56.68,2871,4.23,00:02:11,1666,310,7,0.22,0.0,0.0,0.0,0.0
613,Organic Search,35-44,Sweden,56.63,1421,3.67,00:02:31,808,180,0,0.0,0.0,0.0,0.0,0.0
614,Social,35-44,South Africa,56.63,166,2.96,00:01:35,29,0,0,0.0,0.0,0.0,0.0,0.0
615,Direct,45-54,Italy,56.58,231,4.34,00:03:17,130,115,7,2.49,0.0,0.0,0.0,0.0
616,Referral,25-34,South Korea,56.58,534,2.76,00:01:52,188,58,0,0.0,0.0,0.0,0.0,0.0
617,Direct,18-24,Australia,56.58,390,4.23,00:01:58,317,50,0,0.0,0.0,0.0,0.0,0.0
618,Affiliates,25-34,Netherlands,56.55,238,3.32,00:02:52,94,29,0,0.0,0.0,0.0,0.0,0.0
619,Direct,55-64,United Kingdom,56.55,238,2.35,00:00:45,58,0,0,0.0,0.0,0.0,0.0,0.0
620,Social,35-44,Romania,56.54,1479,2.22,00:00:42,375,137,0,0.0,0.0,0.0,0.0,0.0
621,Direct,25-34,Tunisia,56.52,94,3.95,00:03:00,43,7,0,0.0,0.0,0.0,0.0,0.0
622,Direct,35-44,Vietnam,56.52,94,1.63,00:00:21,0,0,0,0.0,0.0,0.0,0.0,0.0
623,Direct,65+,Brazil,56.52,108,2.76,00:00:42,14,0,0,0.0,0.0,0.0,0.0,0.0
624,Organic Search,55-64,Philippines,56.52,108,2.89,00:01:31,36,0,0,0.0,0.0,0.0,0.0,0.0
625,Social,25-34,(not set),56.52,115,1.95,00:00:47,36,0,0,0.0,0.0,0.0,0.0,0.0
626,Social,45-54,Singapore,56.52,79,4.9,00:01:14,58,0,0,0.0,0.0,0.0,0.0,0.0
627,Social,45-54,Tunisia,56.52,101,2.76,00:01:41,50,0,0,0.0,0.0,0.0,0.0,0.0
628,Social,65+,Dominican Republic,56.52,101,1.57,00:00:28,79,0,0,0.0,0.0,0.0,0.0,0.0
629,Organic Search,18-24,Belgium,56.42,1522,4.07,00:03:06,959,238,0,0.0,0.0,0.0,0.0,0.0
630,Organic Search,18-24,Pakistan,56.4,757,3.84,00:02:49,462,94,7,0.83,25.76,25.76,180.33,180.33
631,Organic Search,25-34,Peru,56.4,1313,4.08,00:03:21,1031,195,7,0.41,8.7,72.05,504.35,504.35
632,Organic Search,25-34,Malaysia,56.31,2049,4.68,00:02:11,1782,454,29,1.13,2.44,88.58,2568.72,2568.72
633,Direct,25-34,Chile,56.28,173,3.56,00:01:32,79,7,0,0.0,0.0,0.0,0.0,0.0
634,Organic Search,18-24,United Arab Emirates,56.28,418,3.06,00:01:13,238,50,0,0.0,0.0,0.0,0.0,0.0
635,Referral,18-24,Spain,56.28,180,2.06,00:01:38,22,7,0,0.0,0.0,0.0,0.0,0.0
636,Social,18-24,Kenya,56.28,231,3.09,00:02:15,36,14,0,0.0,0.0,0.0,0.0,0.0
637,Social,18-24,Jordan,56.08,252,1.8,00:00:39,87,0,0,0.0,0.0,0.0,0.0,0.0
638,Organic Search,45-54,Netherlands,56.05,931,3.73,00:01:31,483,115,0,0.0,0.0,0.0,0.0,0.0
639,Direct,35-44,Japan,56.03,1378,4.49,00:02:41,1205,130,29,1.38,0.0,0.0,0.0,0.0
640,Organic Search,18-24,Russia,55.93,945,3.07,00:01:56,433,94,7,0.64,3.92,12.33,86.34,86.34
641,Organic Search,25-34,Australia,55.93,5453,3.73,00:02:10,3080,714,7,0.11,0.0,0.0,0.0,0.0
642,Affiliates,25-34,South Korea,55.92,188,2.44,00:01:02,65,7,0,0.0,0.0,0.0,0.0,0.0
643,Organic Search,35-44,Bulgaria,55.92,195,3.56,00:02:22,130,7,0,0.0,0.0,0.0,0.0,0.0
644,Organic Search,45-54,Austria,55.92,195,2.38,00:00:30,14,0,0,0.0,0.0,0.0,0.0,0.0
645,Social,45-54,Colombia,55.92,238,2.09,00:00:52,202,0,0,0.0,0.0,0.0,0.0,0.0
646,Organic Search,25-34,Sweden,55.88,1984,3.37,00:02:23,1089,274,0,0.0,0.0,0.0,0.0,0.0
647,Direct,35-44,United Kingdom,55.86,1760,3.33,00:02:20,1068,231,22,0.92,48.85,48.85,1074.78,1074.78
648,Direct,18-24,Indonesia,55.8,433,3.53,00:03:33,173,22,0,0.0,0.0,0.0,0.0,0.0
649,Social,18-24,Bosnia & Herzegovina,55.8,469,2.22,00:01:25,123,0,0,0.0,0.0,0.0,0.0,0.0
650,Organic Search,25-34,Singapore,55.79,3087,4.38,00:02:22,2777,1017,43,0.76,6.52,574.7,20689.38,20689.38
651,Direct,25-34,Ukraine,55.75,700,3.68,00:02:17,534,43,7,0.75,0.0,0.0,0.0,0.0
652,Social,25-34,Malaysia,55.63,1111,2.05,00:00:45,144,0,0,0.0,0.0,0.0,0.0,0.0
653,Direct,18-24,Mexico,55.61,505,3.58,00:02:46,274,50,0,0.0,0.0,0.0,0.0,0.0
654,Paid Search,55-64,United States,55.58,4883,3.71,00:01:43,5410,606,72,1.35,21.77,76.83,6684.61,6684.61
655,Social,35-44,Egypt,55.51,411,2.08,00:00:44,101,0,0,0.0,0.0,0.0,0.0,0.0
656,Organic Search,35-44,South Africa,55.46,274,7.34,00:04:17,245,14,0,0.0,0.0,0.0,0.0,0.0
657,Affiliates,35-44,Denmark,55.38,87,2.0,00:00:07,79,14,0,0.0,0.0,0.0,0.0,0.0
658,Direct,18-24,Russia,55.38,238,3.22,00:01:56,72,22,0,0.0,0.0,0.0,0.0,0.0
659,Direct,25-34,Bulgaria,55.38,123,3.28,00:01:01,36,0,0,0.0,0.0,0.0,0.0,0.0
660,Direct,45-54,Netherlands,55.38,180,3.51,00:02:36,123,22,0,0.0,0.0,0.0,0.0,0.0
661,Organic Search,25-34,Latvia,55.38,224,2.72,00:00:33,94,0,0,0.0,0.0,0.0,0.0,0.0
662,Organic Search,35-44,Nigeria,55.38,238,2.33,00:01:50,65,0,0,0.0,0.0,0.0,0.0,0.0
663,Organic Search,55-64,Greece,55.38,115,2.05,00:00:40,43,0,0,0.0,0.0,0.0,0.0,0.0
664,Referral,18-24,Colombia,55.38,101,4.49,00:02:20,79,29,0,0.0,0.0,0.0,0.0,0.0
665,Social,18-24,Lebanon,55.38,108,2.16,00:01:11,14,0,0,0.0,0.0,0.0,0.0,0.0
666,Organic Search,18-24,Colombia,55.33,772,4.18,00:03:31,418,58,0,0.0,0.0,0.0,0.0,0.0
667,Generic Paid Search,65+,United States,55.2,729,3.21,00:00:48,1414,14,7,0.84,3.45,14.6,102.21,102.21
668,Organic Search,18-24,New Zealand,55.2,714,2.79,00:01:26,281,36,0,0.0,0.0,0.0,0.0,0.0
669,Organic Search,18-24,Czechia,55.19,1248,4.15,00:01:47,707,130,0,0.0,0.0,0.0,0.0,0.0
670,Organic Search,25-34,Sri Lanka,55.13,793,3.85,00:02:22,397,115,0,0.0,0.0,0.0,0.0,0.0
671,Organic Search,65+,Brazil,55.02,180,3.18,00:02:06,101,14,0,0.0,0.0,0.0,0.0,0.0
672,Social,18-24,Pakistan,54.99,1183,1.8,00:00:46,216,14,0,0.0,0.0,0.0,0.0,0.0
673,Organic Search,65+,Italy,54.91,202,2.8,00:00:58,108,22,0,0.0,0.0,0.0,0.0,0.0
674,Affiliates,25-34,Italy,54.86,137,4.86,00:02:08,72,14,0,0.0,0.0,0.0,0.0,0.0
675,Organic Search,25-34,Finland,54.86,137,3.21,00:00:32,94,0,0,0.0,0.0,0.0,0.0,0.0
676,Organic Search,65+,Greece,54.86,144,3.66,00:02:17,94,7,0,0.0,0.0,0.0,0.0,0.0
677,Referral,25-34,Vietnam,54.86,115,1.95,00:01:10,14,7,0,0.0,0.0,0.0,0.0,0.0
678,Social,25-34,Denmark,54.86,137,3.66,00:05:30,108,0,0,0.0,0.0,0.0,0.0,0.0
679,Direct,35-44,Portugal,54.72,144,3.26,00:01:24,72,0,0,0.0,0.0,0.0,0.0,0.0
680,Organic Search,35-44,Venezuela,54.72,144,5.9,00:03:05,151,0,0,0.0,0.0,0.0,0.0,0.0
681,Referral,25-34,Czechia,54.72,144,2.99,00:00:54,94,7,0,0.0,0.0,0.0,0.0,0.0
682,Social,55-64,Colombia,54.72,159,2.36,00:01:05,137,7,0,0.0,0.0,0.0,0.0,0.0
683,Affiliates,25-34,Russia,54.71,390,2.73,00:03:50,180,22,0,0.0,0.0,0.0,0.0,0.0
684,Organic Search,25-34,Brazil,54.68,4148,4.36,00:02:22,2676,541,7,0.0,0.0,0.0,0.0,0.0
685,Direct,35-44,Belgium,54.62,166,3.55,00:02:20,245,43,0,0.0,0.0,0.0,0.0,0.0
686,Organic Search,35-44,Ireland,54.62,1298,3.44,00:01:24,498,123,0,0.0,0.0,0.0,0.0,0.0
687,Organic Search,25-34,Italy,54.58,4285,3.96,00:01:36,2561,346,0,0.0,0.0,0.0,0.0,0.0
688,Organic Search,25-34,South Africa,54.46,635,3.39,00:02:22,361,94,0,0.0,0.0,0.0,0.0,0.0
689,Direct,45-54,Switzerland,54.43,79,6.85,00:02:07,87,7,0,0.0,0.0,0.0,0.0,0.0
690,Direct,45-54,Peru,54.43,72,4.57,00:01:12,58,0,0,0.0,0.0,0.0,0.0,0.0
691,Direct,65+,Vietnam,54.43,72,2.84,00:01:52,29,0,0,0.0,0.0,0.0,0.0,0.0
692,Organic Search,25-34,Moldova,54.43,72,7.22,00:01:16,123,36,0,0.0,0.0,0.0,0.0,0.0
693,Referral,35-44,China,54.43,72,4.01,00:01:35,0,0,0,0.0,0.0,0.0,0.0,0.0
694,Social,18-24,Ireland,54.43,79,2.01,00:00:41,7,0,0,0.0,0.0,0.0,0.0,0.0
695,Social,55-64,Greece,54.43,72,2.28,00:01:23,65,0,0,0.0,0.0,0.0,0.0,0.0
696,Organic Search,45-54,Brazil,54.39,555,4.07,00:02:54,353,58,7,1.08,24.72,24.72,173.05,173.05
697,Organic Search,45-54,Sweden,54.39,613,2.77,00:01:30,166,36,0,0.0,0.0,0.0,0.0,0.0
698,Social,35-44,Sweden,54.37,224,2.23,00:00:27,29,0,0,0.0,0.0,0.0,0.0,0.0
699,Organic Search,18-24,France,54.36,5612,3.76,00:02:21,2929,620,0,0.0,0.0,0.0,0.0,0.0
700,Social,35-44,Lebanon,54.34,166,1.75,00:00:40,0,0,0,0.0,0.0,0.0,0.0,0.0
701,Social,35-44,Canada,54.28,577,3.96,00:01:48,267,22,0,0.0,0.0,0.0,0.0,0.0
702,Generic Paid Search,55-64,United States,54.27,981,6.21,00:02:03,1847,454,22,2.66,15.0,40.37,1170.64,1170.64
703,Referral,25-34,France,54.24,844,3.46,00:01:51,483,72,0,0.0,0.0,0.0,0.0,0.0
704,Direct,25-34,Italy,54.2,873,3.38,00:02:26,433,87,0,0.0,0.0,0.0,0.0,0.0
705,Affiliates,25-34,Japan,54.16,548,2.41,00:01:58,224,94,0,0.0,0.0,0.0,0.0,0.0
706,Direct,18-24,Italy,54.12,483,4.3,00:02:22,339,22,7,1.31,0.0,0.0,0.0,0.0
707,Referral,18-24,Germany,54.09,353,3.85,00:02:00,216,22,0,0.0,0.0,0.0,0.0,0.0
708,Referral,45-54,Japan,54.09,382,5.0,00:01:39,469,130,14,3.18,169.51,266.38,3729.26,3729.26
709,Social,35-44,Philippines,53.95,1984,1.81,00:00:51,216,0,0,0.0,0.0,0.0,0.0,0.0
710,Organic Search,45-54,Thailand,53.93,238,5.21,00:03:56,281,29,0,0.0,0.0,0.0,0.0,0.0
711,Affiliates,25-34,Taiwan,53.82,757,2.72,00:02:59,375,58,0,0.0,0.0,0.0,0.0,0.0
712,Affiliates,18-24,United States,53.78,1457,2.72,00:02:54,382,43,0,0.0,0.0,0.0,0.0,0.0
713,Affiliates,18-24,Vietnam,53.72,159,4.3,00:02:56,137,22,0,0.0,0.0,0.0,0.0,0.0
714,Direct,18-24,Egypt,53.72,151,6.26,00:06:39,130,22,7,3.72,0.0,0.0,0.0,0.0
715,Organic Search,55-64,Mexico,53.72,173,2.91,00:00:52,58,0,0,0.0,0.0,0.0,0.0,0.0
716,Direct,25-34,Netherlands,53.72,793,3.26,00:02:15,346,65,0,0.0,0.0,0.0,0.0,0.0
717,Direct,25-34,Costa Rica,53.7,108,2.94,00:01:20,22,7,0,0.0,0.0,0.0,0.0,0.0
718,Direct,25-34,Denmark,53.7,94,4.47,00:02:37,115,7,0,0.0,0.0,0.0,0.0,0.0
719,Direct,25-34,Lithuania,53.7,101,3.94,00:00:55,72,7,0,0.0,0.0,0.0,0.0,0.0
720,Organic Search,45-54,Pakistan,53.7,94,1.81,00:01:11,29,0,0,0.0,0.0,0.0,0.0,0.0
