,country,latitude,longitude,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand
1526,Kenya,1.0,38.0,30/4/2020,384,10,15,1,7.141,0.186,0.279,0.019,20268,2433,0.377,0.045
1527,South Korea,37.0,127.5,22/1/2020,1,0,0,0,0.02,0.0,0.0,0.0,16,5,0.0,0.0
1528,"Korea, Republic of",37.0,127.5,22/1/2020,1,0,0,0,0.02,0.0,0.0,0.0,16,5,0.0,0.0
1529,South Korea,37.0,127.5,27/1/2020,4,1,0,0,0.078,0.02,0.0,0.0,57,9,0.001,0.0
1530,"Korea, Republic of",37.0,127.5,27/1/2020,4,1,0,0,0.078,0.02,0.0,0.0,57,9,0.001,0.0
1531,South Korea,37.0,127.5,28/1/2020,4,0,0,0,0.078,0.0,0.0,0.0,187,130,0.004,0.003
1532,"Korea, Republic of",37.0,127.5,28/1/2020,4,0,0,0,0.078,0.0,0.0,0.0,187,130,0.004,0.003
1533,South Korea,37.0,127.5,2/2/2020,15,3,0,0,0.293,0.059,0.0,0.0,429,58,0.008,0.001
1534,"Korea, Republic of",37.0,127.5,2/2/2020,15,3,0,0,0.293,0.059,0.0,0.0,429,58,0.008,0.001
1535,South Korea,37.0,127.5,5/2/2020,18,2,0,0,0.351,0.039,0.0,0.0,714,107,0.014,0.002
1536,"Korea, Republic of",37.0,127.5,5/2/2020,18,2,0,0,0.351,0.039,0.0,0.0,714,107,0.014,0.002
1537,South Korea,37.0,127.5,6/2/2020,23,5,0,0,0.449,0.098,0.0,0.0,885,171,0.017,0.003
1538,"Korea, Republic of",37.0,127.5,6/2/2020,23,5,0,0,0.449,0.098,0.0,0.0,885,171,0.017,0.003
1539,South Korea,37.0,127.5,7/2/2020,24,1,0,0,0.468,0.02,0.0,0.0,1130,245,0.022,0.005
1540,"Korea, Republic of",37.0,127.5,7/2/2020,24,1,0,0,0.468,0.02,0.0,0.0,1130,245,0.022,0.005
1541,South Korea,37.0,127.5,8/2/2020,24,0,0,0,0.468,0.0,0.0,0.0,1701,571,0.033,0.011
1542,"Korea, Republic of",37.0,127.5,8/2/2020,24,0,0,0,0.468,0.0,0.0,0.0,1701,571,0.033,0.011
1543,South Korea,37.0,127.5,9/2/2020,25,1,0,0,0.488,0.02,0.0,0.0,2340,639,0.046,0.012
1544,"Korea, Republic of",37.0,127.5,9/2/2020,25,1,0,0,0.488,0.02,0.0,0.0,2340,639,0.046,0.012
1545,South Korea,37.0,127.5,10/2/2020,27,2,0,0,0.527,0.039,0.0,0.0,2776,436,0.054,0.009
1546,"Korea, Republic of",37.0,127.5,10/2/2020,27,2,0,0,0.527,0.039,0.0,0.0,2776,436,0.054,0.009
1547,South Korea,37.0,127.5,11/2/2020,28,1,0,0,0.546,0.02,0.0,0.0,3629,853,0.071,0.017
1548,"Korea, Republic of",37.0,127.5,11/2/2020,28,1,0,0,0.546,0.02,0.0,0.0,3629,853,0.071,0.017
1549,South Korea,37.0,127.5,12/2/2020,28,0,0,0,0.546,0.0,0.0,0.0,5074,1445,0.099,0.028
1550,"Korea, Republic of",37.0,127.5,12/2/2020,28,0,0,0,0.546,0.0,0.0,0.0,5074,1445,0.099,0.028
1551,South Korea,37.0,127.5,13/2/2020,28,0,0,0,0.546,0.0,0.0,0.0,5797,723,0.113,0.014
1552,"Korea, Republic of",37.0,127.5,13/2/2020,28,0,0,0,0.546,0.0,0.0,0.0,5797,723,0.113,0.014
1553,South Korea,37.0,127.5,14/2/2020,28,0,0,0,0.546,0.0,0.0,0.0,6854,1057,0.134,0.021
1554,"Korea, Republic of",37.0,127.5,14/2/2020,28,0,0,0,0.546,0.0,0.0,0.0,6854,1057,0.134,0.021
1555,South Korea,37.0,127.5,15/2/2020,28,0,0,0,0.546,0.0,0.0,0.0,7519,665,0.147,0.013
1556,"Korea, Republic of",37.0,127.5,15/2/2020,28,0,0,0,0.546,0.0,0.0,0.0,7519,665,0.147,0.013
1557,South Korea,37.0,127.5,16/2/2020,29,1,0,0,0.566,0.02,0.0,0.0,7919,400,0.154,0.008
1558,"Korea, Republic of",37.0,127.5,16/2/2020,29,1,0,0,0.566,0.02,0.0,0.0,7919,400,0.154,0.008
1559,South Korea,37.0,127.5,17/2/2020,30,1,0,0,0.585,0.02,0.0,0.0,8171,252,0.159,0.005
1560,"Korea, Republic of",37.0,127.5,17/2/2020,30,1,0,0,0.585,0.02,0.0,0.0,8171,252,0.159,0.005
1561,South Korea,37.0,127.5,18/2/2020,31,1,0,0,0.605,0.02,0.0,0.0,9265,1094,0.181,0.021
1562,"Korea, Republic of",37.0,127.5,18/2/2020,31,1,0,0,0.605,0.02,0.0,0.0,9265,1094,0.181,0.021
1563,South Korea,37.0,127.5,19/2/2020,46,15,0,0,0.897,0.293,0.0,0.0,10411,1146,0.203,0.022
1564,"Korea, Republic of",37.0,127.5,19/2/2020,46,15,0,0,0.897,0.293,0.0,0.0,10411,1146,0.203,0.022
1565,South Korea,37.0,127.5,20/2/2020,80,34,0,0,1.56,0.663,0.0,0.0,12161,1750,0.237,0.034
1566,"Korea, Republic of",37.0,127.5,20/2/2020,80,34,0,0,1.56,0.663,0.0,0.0,12161,1750,0.237,0.034
1567,South Korea,37.0,127.5,21/2/2020,155,75,1,1,3.023,1.463,0.02,0.02,14816,2655,0.289,0.052
1568,"Korea, Republic of",37.0,127.5,21/2/2020,155,75,1,1,3.023,1.463,0.02,0.02,14816,2655,0.289,0.052
1569,South Korea,37.0,127.5,22/2/2020,345,190,2,1,6.729,3.706,0.039,0.02,19621,4805,0.383,0.094
1570,"Korea, Republic of",37.0,127.5,22/2/2020,345,190,2,1,6.729,3.706,0.039,0.02,19621,4805,0.383,0.094
1571,South Korea,37.0,127.5,23/2/2020,601,256,5,3,11.722,4.993,0.098,0.059,22633,3012,0.441,0.059
1572,"Korea, Republic of",37.0,127.5,23/2/2020,601,256,5,3,11.722,4.993,0.098,0.059,22633,3012,0.441,0.059
1573,South Korea,37.0,127.5,24/2/2020,762,161,7,2,14.863,3.14,0.137,0.039,28615,5982,0.558,0.117
1574,"Korea, Republic of",37.0,127.5,24/2/2020,762,161,7,2,14.863,3.14,0.137,0.039,28615,5982,0.558,0.117
1575,South Korea,37.0,127.5,25/2/2020,892,130,8,1,17.398,2.536,0.156,0.02,36716,8101,0.716,0.158
1576,"Korea, Republic of",37.0,127.5,25/2/2020,892,130,8,1,17.398,2.536,0.156,0.02,36716,8101,0.716,0.158
1577,South Korea,37.0,127.5,26/2/2020,1146,254,11,3,22.353,4.954,0.215,0.059,46127,9411,0.9,0.184
1578,"Korea, Republic of",37.0,127.5,26/2/2020,1146,254,11,3,22.353,4.954,0.215,0.059,46127,9411,0.9,0.184
1579,South Korea,37.0,127.5,27/2/2020,1595,449,12,1,31.11,8.758,0.234,0.02,57990,11863,1.131,0.231
1580,"Korea, Republic of",37.0,127.5,27/2/2020,1595,449,12,1,31.11,8.758,0.234,0.02,57990,11863,1.131,0.231
1581,South Korea,37.0,127.5,28/2/2020,2022,427,13,1,39.439,8.329,0.254,0.02,70940,12950,1.384,0.253
1582,"Korea, Republic of",37.0,127.5,28/2/2020,2022,427,13,1,39.439,8.329,0.254,0.02,70940,12950,1.384,0.253
1583,South Korea,37.0,127.5,29/2/2020,2931,909,16,3,57.169,17.73,0.312,0.059,85693,14753,1.671,0.288
1584,"Korea, Republic of",37.0,127.5,29/2/2020,2931,909,16,3,57.169,17.73,0.312,0.059,85693,14753,1.671,0.288
1585,South Korea,37.0,127.5,1/3/2020,3526,595,17,1,68.774,11.605,0.332,0.02,96985,11292,1.892,0.22
1586,"Korea, Republic of",37.0,127.5,1/3/2020,3526,595,17,1,68.774,11.605,0.332,0.02,96985,11292,1.892,0.22
1587,South Korea,37.0,127.5,2/3/2020,4212,686,22,5,82.155,13.38,0.429,0.098,109591,12606,2.138,0.246
1588,"Korea, Republic of",37.0,127.5,2/3/2020,4212,686,22,5,82.155,13.38,0.429,0.098,109591,12606,2.138,0.246
1589,South Korea,37.0,127.5,3/3/2020,4812,600,28,6,93.858,11.703,0.546,0.117,125851,16260,2.455,0.317
1590,"Korea, Republic of",37.0,127.5,3/3/2020,4812,600,28,6,93.858,11.703,0.546,0.117,125851,16260,2.455,0.317
1591,South Korea,37.0,127.5,4/3/2020,5328,516,32,4,103.922,10.065,0.624,0.078,136707,10856,2.666,0.212
1592,"Korea, Republic of",37.0,127.5,4/3/2020,5328,516,32,4,103.922,10.065,0.624,0.078,136707,10856,2.666,0.212
1593,South Korea,37.0,127.5,5/3/2020,5766,438,35,3,112.465,8.543,0.683,0.059,146541,9834,2.858,0.192
1594,"Korea, Republic of",37.0,127.5,5/3/2020,5766,438,35,3,112.465,8.543,0.683,0.059,146541,9834,2.858,0.192
1595,South Korea,37.0,127.5,6/3/2020,6284,518,42,7,122.569,10.104,0.819,0.137,164740,18199,3.213,0.355
1596,"Korea, Republic of",37.0,127.5,6/3/2020,6284,518,42,7,122.569,10.104,0.819,0.137,164740,18199,3.213,0.355
1597,South Korea,37.0,127.5,7/3/2020,6767,483,44,2,131.99,9.421,0.858,0.039,178189,13449,3.476,0.262
1598,"Korea, Republic of",37.0,127.5,7/3/2020,6767,483,44,2,131.99,9.421,0.858,0.039,178189,13449,3.476,0.262
1599,South Korea,37.0,127.5,8/3/2020,7134,367,50,6,139.148,7.158,0.975,0.117,188518,10329,3.677,0.201
1600,"Korea, Republic of",37.0,127.5,8/3/2020,7134,367,50,6,139.148,7.158,0.975,0.117,188518,10329,3.677,0.201
1601,South Korea,37.0,127.5,9/3/2020,7382,248,51,1,143.985,4.837,0.995,0.02,196618,8100,3.835,0.158
1602,"Korea, Republic of",37.0,127.5,9/3/2020,7382,248,51,1,143.985,4.837,0.995,0.02,196618,8100,3.835,0.158
1603,South Korea,37.0,127.5,10/3/2020,7513,131,54,3,146.54,2.555,1.053,0.059,210144,13526,4.099,0.264
1604,"Korea, Republic of",37.0,127.5,10/3/2020,7513,131,54,3,146.54,2.555,1.053,0.059,210144,13526,4.099,0.264
1605,South Korea,37.0,127.5,11/3/2020,7755,242,60,6,151.26,4.72,1.17,0.117,222395,12251,4.338,0.239
1606,"Korea, Republic of",37.0,127.5,11/3/2020,7755,242,60,6,151.26,4.72,1.17,0.117,222395,12251,4.338,0.239
1607,South Korea,37.0,127.5,12/3/2020,7869,114,66,6,153.484,2.224,1.287,0.117,234998,12603,4.584,0.246
1608,"Korea, Republic of",37.0,127.5,12/3/2020,7869,114,66,6,153.484,2.224,1.287,0.117,234998,12603,4.584,0.246
1609,South Korea,37.0,127.5,13/3/2020,7979,110,67,1,155.63,2.146,1.307,0.02,248647,13649,4.85,0.266
1610,"Korea, Republic of",37.0,127.5,13/3/2020,7979,110,67,1,155.63,2.146,1.307,0.02,248647,13649,4.85,0.266
1611,South Korea,37.0,127.5,14/3/2020,8086,107,72,5,157.717,2.087,1.404,0.098,261335,12688,5.097,0.247
1612,"Korea, Republic of",37.0,127.5,14/3/2020,8086,107,72,5,157.717,2.087,1.404,0.098,261335,12688,5.097,0.247
1613,South Korea,37.0,127.5,15/3/2020,8162,76,75,3,159.199,1.482,1.463,0.059,268212,6877,5.231,0.134
1614,"Korea, Republic of",37.0,127.5,15/3/2020,8162,76,75,3,159.199,1.482,1.463,0.059,268212,6877,5.231,0.134
1615,South Korea,37.0,127.5,16/3/2020,8236,74,75,0,160.642,1.443,1.463,0.0,274504,6292,5.354,0.123
1616,"Korea, Republic of",37.0,127.5,16/3/2020,8236,74,75,0,160.642,1.443,1.463,0.0,274504,6292,5.354,0.123
1617,South Korea,37.0,127.5,17/3/2020,8320,84,81,6,162.281,1.638,1.58,0.117,286716,12212,5.592,0.238
1618,"Korea, Republic of",37.0,127.5,17/3/2020,8320,84,81,6,162.281,1.638,1.58,0.117,286716,12212,5.592,0.238
1619,South Korea,37.0,127.5,18/3/2020,8413,93,86,5,164.095,1.814,1.677,0.098,295647,8931,5.767,0.174
1620,"Korea, Republic of",37.0,127.5,18/3/2020,8413,93,86,5,164.095,1.814,1.677,0.098,295647,8931,5.767,0.174
1621,South Korea,37.0,127.5,19/3/2020,8565,152,91,5,167.059,2.965,1.775,0.098,307024,11377,5.988,0.222
1622,"Korea, Republic of",37.0,127.5,19/3/2020,8565,152,91,5,167.059,2.965,1.775,0.098,307024,11377,5.988,0.222
1623,South Korea,37.0,127.5,20/3/2020,8652,87,100,9,168.756,1.697,1.95,0.176,316664,9640,6.176,0.188
1624,"Korea, Republic of",37.0,127.5,20/3/2020,8652,87,100,9,168.756,1.697,1.95,0.176,316664,9640,6.176,0.188
1625,South Korea,37.0,127.5,21/3/2020,8799,147,103,3,171.624,2.867,2.009,0.059,327509,10845,6.388,0.212
1626,"Korea, Republic of",37.0,127.5,21/3/2020,8799,147,103,3,171.624,2.867,2.009,0.059,327509,10845,6.388,0.212
1627,South Korea,37.0,127.5,22/3/2020,8897,98,104,1,173.535,1.911,2.029,0.02,331780,4271,6.471,0.083
1628,"Korea, Republic of",37.0,127.5,22/3/2020,8897,98,104,1,173.535,1.911,2.029,0.02,331780,4271,6.471,0.083
1629,South Korea,37.0,127.5,23/3/2020,8961,64,113,9,174.783,1.248,2.204,0.176,338036,6256,6.593,0.122
1630,"Korea, Republic of",37.0,127.5,23/3/2020,8961,64,113,9,174.783,1.248,2.204,0.176,338036,6256,6.593,0.122
1631,South Korea,37.0,127.5,24/3/2020,9037,76,120,7,176.266,1.482,2.341,0.137,348582,10546,6.799,0.206
1632,"Korea, Republic of",37.0,127.5,24/3/2020,9037,76,120,7,176.266,1.482,2.341,0.137,348582,10546,6.799,0.206
1633,South Korea,37.0,127.5,25/3/2020,9137,100,126,6,178.216,1.95,2.458,0.117,357896,9314,6.981,0.182
1634,"Korea, Republic of",37.0,127.5,25/3/2020,9137,100,126,6,178.216,1.95,2.458,0.117,357896,9314,6.981,0.182
1635,South Korea,37.0,127.5,26/3/2020,9241,104,131,5,180.245,2.029,2.555,0.098,364942,7046,7.118,0.137
1636,"Korea, Republic of",37.0,127.5,26/3/2020,9241,104,131,5,180.245,2.029,2.555,0.098,364942,7046,7.118,0.137
1637,South Korea,37.0,127.5,27/3/2020,9332,91,139,8,182.02,1.775,2.711,0.156,376961,12019,7.353,0.234
1638,"Korea, Republic of",37.0,127.5,27/3/2020,9332,91,139,8,182.02,1.775,2.711,0.156,376961,12019,7.353,0.234
1639,South Korea,37.0,127.5,28/3/2020,9478,146,144,5,184.867,2.848,2.809,0.098,387925,10964,7.566,0.214
1640,"Korea, Republic of",37.0,127.5,28/3/2020,9478,146,144,5,184.867,2.848,2.809,0.098,387925,10964,7.566,0.214
1641,South Korea,37.0,127.5,29/3/2020,9583,105,152,8,186.915,2.048,2.965,0.156,394141,6216,7.688,0.121
1642,"Korea, Republic of",37.0,127.5,29/3/2020,9583,105,152,8,186.915,2.048,2.965,0.156,394141,6216,7.688,0.121
1643,South Korea,37.0,127.5,30/3/2020,9661,78,158,6,188.437,1.521,3.082,0.117,395194,1053,7.708,0.021
1644,"Korea, Republic of",37.0,127.5,30/3/2020,9661,78,158,6,188.437,1.521,3.082,0.117,395194,1053,7.708,0.021
1645,South Korea,37.0,127.5,31/3/2020,9786,125,163,5,190.875,2.438,3.179,0.098,410564,15370,8.008,0.3
1646,"Korea, Republic of",37.0,127.5,31/3/2020,9786,125,163,5,190.875,2.438,3.179,0.098,410564,15370,8.008,0.3
1647,South Korea,37.0,127.5,1/4/2020,9786,0,163,0,190.875,0.0,3.179,0.0,421547,10983,8.222,0.214
1648,"Korea, Republic of",37.0,127.5,1/4/2020,9786,0,163,0,190.875,0.0,3.179,0.0,421547,10983,8.222,0.214
1649,South Korea,37.0,127.5,2/4/2020,9976,190,169,6,194.581,3.706,3.296,0.117,431743,10196,8.421,0.199
1650,"Korea, Republic of",37.0,127.5,2/4/2020,9976,190,169,6,194.581,3.706,3.296,0.117,431743,10196,8.421,0.199
1651,South Korea,37.0,127.5,3/4/2020,10062,86,174,5,196.258,1.677,3.394,0.098,443273,11530,8.646,0.225
1652,"Korea, Republic of",37.0,127.5,3/4/2020,10062,86,174,5,196.258,1.677,3.394,0.098,443273,11530,8.646,0.225
1653,South Korea,37.0,127.5,4/4/2020,10156,94,177,3,198.092,1.833,3.452,0.059,455032,11759,8.875,0.229
1654,"Korea, Republic of",37.0,127.5,4/4/2020,10156,94,177,3,198.092,1.833,3.452,0.059,455032,11759,8.875,0.229
1655,South Korea,37.0,127.5,5/4/2020,10237,81,183,6,199.672,1.58,3.569,0.117,461233,6201,8.996,0.121
1656,"Korea, Republic of",37.0,127.5,5/4/2020,10237,81,183,6,199.672,1.58,3.569,0.117,461233,6201,8.996,0.121
1657,South Korea,37.0,127.5,6/4/2020,10284,47,186,3,200.588,0.917,3.628,0.059,466804,5571,9.105,0.109
1658,"Korea, Republic of",37.0,127.5,6/4/2020,10284,47,186,3,200.588,0.917,3.628,0.059,466804,5571,9.105,0.109
1659,South Korea,37.0,127.5,7/4/2020,10331,47,192,6,201.505,0.917,3.745,0.117,477304,10500,9.31,0.205
1660,"Korea, Republic of",37.0,127.5,7/4/2020,10331,47,192,6,201.505,0.917,3.745,0.117,477304,10500,9.31,0.205
1661,South Korea,37.0,127.5,8/4/2020,10384,53,200,8,202.539,1.034,3.901,0.156,486003,8699,9.479,0.17
1662,"Korea, Republic of",37.0,127.5,8/4/2020,10384,53,200,8,202.539,1.034,3.901,0.156,486003,8699,9.479,0.17
1663,South Korea,37.0,127.5,9/4/2020,10423,39,204,4,203.3,0.761,3.979,0.078,494711,8708,9.649,0.17
1664,"Korea, Republic of",37.0,127.5,9/4/2020,10423,39,204,4,203.3,0.761,3.979,0.078,494711,8708,9.649,0.17
1665,South Korea,37.0,127.5,10/4/2020,10450,27,208,4,203.826,0.527,4.057,0.078,503051,8340,9.812,0.163
1666,"Korea, Republic of",37.0,127.5,10/4/2020,10450,27,208,4,203.826,0.527,4.057,0.078,503051,8340,9.812,0.163
1667,South Korea,37.0,127.5,11/4/2020,10450,0,208,0,203.826,0.0,4.057,0.0,510479,7428,9.957,0.145
1668,"Korea, Republic of",37.0,127.5,11/4/2020,10450,0,208,0,203.826,0.0,4.057,0.0,510479,7428,9.957,0.145
1669,South Korea,37.0,127.5,12/4/2020,10512,62,214,6,205.035,1.209,4.174,0.117,514621,4142,10.038,0.081
1670,"Korea, Republic of",37.0,127.5,12/4/2020,10512,62,214,6,205.035,1.209,4.174,0.117,514621,4142,10.038,0.081
1671,South Korea,37.0,127.5,13/4/2020,10537,25,217,3,205.523,0.488,4.233,0.059,518743,4122,10.118,0.08
1672,"Korea, Republic of",37.0,127.5,13/4/2020,10537,25,217,3,205.523,0.488,4.233,0.059,518743,4122,10.118,0.08
1673,South Korea,37.0,127.5,14/4/2020,10564,27,222,5,206.05,0.527,4.33,0.098,527438,8695,10.288,0.17
1674,"Korea, Republic of",37.0,127.5,14/4/2020,10564,27,222,5,206.05,0.527,4.33,0.098,527438,8695,10.288,0.17
1675,South Korea,37.0,127.5,15/4/2020,10591,27,225,3,206.576,0.527,4.389,0.059,534552,7114,10.426,0.139
1676,"Korea, Republic of",37.0,127.5,15/4/2020,10591,27,225,3,206.576,0.527,4.389,0.059,534552,7114,10.426,0.139
1677,South Korea,37.0,127.5,16/4/2020,10613,22,229,4,207.005,0.429,4.467,0.078,538775,4223,10.509,0.082
1678,"Korea, Republic of",37.0,127.5,16/4/2020,10613,22,229,4,207.005,0.429,4.467,0.078,538775,4223,10.509,0.082
1679,South Korea,37.0,127.5,17/4/2020,10635,22,230,1,207.435,0.429,4.486,0.02,546463,7688,10.659,0.15
1680,"Korea, Republic of",37.0,127.5,17/4/2020,10635,22,230,1,207.435,0.429,4.486,0.02,546463,7688,10.659,0.15
1681,South Korea,37.0,127.5,18/4/2020,10653,18,232,2,207.786,0.351,4.525,0.039,554834,8371,10.822,0.163
1682,"Korea, Republic of",37.0,127.5,18/4/2020,10653,18,232,2,207.786,0.351,4.525,0.039,554834,8371,10.822,0.163
1683,South Korea,37.0,127.5,19/4/2020,10661,8,234,2,207.942,0.156,4.564,0.039,559109,4275,10.905,0.083
1684,"Korea, Republic of",37.0,127.5,19/4/2020,10661,8,234,2,207.942,0.156,4.564,0.039,559109,4275,10.905,0.083
1685,South Korea,37.0,127.5,20/4/2020,10674,13,236,2,208.195,0.254,4.603,0.039,563035,3926,10.982,0.077
1686,"Korea, Republic of",37.0,127.5,20/4/2020,10674,13,236,2,208.195,0.254,4.603,0.039,563035,3926,10.982,0.077
1687,South Korea,37.0,127.5,21/4/2020,10683,9,237,1,208.371,0.176,4.623,0.02,571014,7979,11.138,0.156
1688,"Korea, Republic of",37.0,127.5,21/4/2020,10683,9,237,1,208.371,0.176,4.623,0.02,571014,7979,11.138,0.156
1689,South Korea,37.0,127.5,22/4/2020,10694,11,238,1,208.585,0.215,4.642,0.02,577959,6945,11.273,0.135
1690,"Korea, Republic of",37.0,127.5,22/4/2020,10694,11,238,1,208.585,0.215,4.642,0.02,577959,6945,11.273,0.135
1691,South Korea,37.0,127.5,23/4/2020,10702,8,240,2,208.741,0.156,4.681,0.039,583971,6012,11.39,0.117
1692,"Korea, Republic of",37.0,127.5,23/4/2020,10702,8,240,2,208.741,0.156,4.681,0.039,583971,6012,11.39,0.117
1693,South Korea,37.0,127.5,24/4/2020,10708,6,240,0,208.858,0.117,4.681,0.0,589520,5549,11.499,0.108
1694,"Korea, Republic of",37.0,127.5,24/4/2020,10708,6,240,0,208.858,0.117,4.681,0.0,589520,5549,11.499,0.108
1695,South Korea,37.0,127.5,25/4/2020,10718,10,240,0,209.053,0.195,4.681,0.0,595161,5641,11.609,0.11
1696,"Korea, Republic of",37.0,127.5,25/4/2020,10718,10,240,0,209.053,0.195,4.681,0.0,595161,5641,11.609,0.11
1697,South Korea,37.0,127.5,26/4/2020,10728,10,242,2,209.249,0.195,4.72,0.039,598285,3124,11.669,0.061
1698,"Korea, Republic of",37.0,127.5,26/4/2020,10728,10,242,2,209.249,0.195,4.72,0.039,598285,3124,11.669,0.061
1699,South Korea,37.0,127.5,27/4/2020,10738,10,243,1,209.444,0.195,4.74,0.02,601660,3375,11.735,0.066
1700,"Korea, Republic of",37.0,127.5,27/4/2020,10738,10,243,1,209.444,0.195,4.74,0.02,601660,3375,11.735,0.066
1701,South Korea,37.0,127.5,28/4/2020,10752,14,244,1,209.717,0.273,4.759,0.02,608514,6854,11.869,0.134
1702,"Korea, Republic of",37.0,127.5,28/4/2020,10752,14,244,1,209.717,0.273,4.759,0.02,608514,6854,11.869,0.134
1703,South Korea,37.0,127.5,29/4/2020,10761,9,246,2,209.892,0.176,4.798,0.039,614197,5683,11.98,0.111
1704,"Korea, Republic of",37.0,127.5,29/4/2020,10761,9,246,2,209.892,0.176,4.798,0.039,614197,5683,11.98,0.111
1705,South Korea,37.0,127.5,30/4/2020,10765,4,247,1,209.97,0.078,4.818,0.02,619881,5684,12.091,0.111
1706,"Korea, Republic of",37.0,127.5,30/4/2020,10765,4,247,1,209.97,0.078,4.818,0.02,619881,5684,12.091,0.111
1707,Lithuania,56.0,24.0,17/3/2020,17,3,0,0,6.245,1.102,0.0,0.0,742,118,0.273,0.043
1708,Lithuania,56.0,24.0,18/3/2020,25,8,0,0,9.183,2.939,0.0,0.0,935,193,0.343,0.071
1709,Lithuania,56.0,24.0,28/3/2020,358,59,5,1,131.507,21.673,1.837,0.367,6900,1405,2.535,0.516
1710,Lithuania,56.0,24.0,29/3/2020,394,36,7,2,144.731,13.224,2.571,0.735,8424,1524,3.094,0.56
1711,Lithuania,56.0,24.0,30/3/2020,484,90,7,0,177.791,33.06,2.571,0.0,9891,1467,3.633,0.539
1712,Lithuania,56.0,24.0,2/4/2020,581,48,8,1,213.423,17.632,2.939,0.367,15623,3049,5.739,1.12
1713,Lithuania,56.0,24.0,3/4/2020,649,68,9,1,238.402,24.979,3.306,0.367,18432,2809,6.771,1.032
1714,Lithuania,56.0,24.0,4/4/2020,771,122,9,0,283.217,44.815,3.306,0.0,21376,2944,7.852,1.081
1715,Lithuania,56.0,24.0,5/4/2020,771,0,9,0,283.217,0.0,3.306,0.0,23645,2269,8.686,0.833
1716,Lithuania,56.0,24.0,6/4/2020,811,40,13,4,297.911,14.694,4.775,1.469,25599,1954,9.403,0.718
1717,Lithuania,56.0,24.0,7/4/2020,843,32,14,1,309.666,11.755,5.143,0.367,27807,2208,10.215,0.811
1718,Lithuania,56.0,24.0,10/4/2020,955,43,15,0,350.807,15.796,5.51,0.0,36051,3242,13.243,1.191
1719,Lithuania,56.0,24.0,11/4/2020,999,44,17,2,366.97,16.163,6.245,0.735,38472,2421,14.132,0.889
1720,Lithuania,56.0,24.0,14/4/2020,1070,8,24,0,393.051,2.939,8.816,0.0,42690,1187,15.682,0.436
1721,Lithuania,56.0,24.0,15/4/2020,1070,0,24,0,393.051,0.0,8.816,0.0,44677,1987,16.412,0.73
1722,Lithuania,56.0,24.0,16/4/2020,1091,21,29,5,400.765,7.714,10.653,1.837,48537,3860,17.829,1.418
1723,Lithuania,56.0,24.0,17/4/2020,1149,58,32,3,422.071,21.306,11.755,1.102,53101,4564,19.506,1.677
1724,Lithuania,56.0,24.0,18/4/2020,1239,90,33,1,455.131,33.06,12.122,0.367,58816,5715,21.605,2.099
1725,Lithuania,56.0,24.0,19/4/2020,1298,59,33,0,476.804,21.673,12.122,0.0,64035,5219,23.522,1.917
1726,Lithuania,56.0,24.0,20/4/2020,1326,28,36,3,487.09,10.285,13.224,1.102,66352,2317,24.374,0.851
1727,Lithuania,56.0,24.0,21/4/2020,1350,24,37,1,495.906,8.816,13.591,0.367,70753,4401,25.99,1.617
1728,Lithuania,56.0,24.0,22/4/2020,1370,20,38,1,503.253,7.347,13.959,0.367,76793,6040,28.209,2.219
1729,Lithuania,56.0,24.0,23/4/2020,1398,28,38,0,513.538,10.285,13.959,0.0,83591,6798,30.706,2.497
1730,Lithuania,56.0,24.0,24/4/2020,1410,12,40,2,517.946,4.408,14.694,0.735,90992,7401,33.425,2.719
1731,Lithuania,56.0,24.0,25/4/2020,1410,0,40,0,517.946,0.0,14.694,0.0,98948,7956,36.347,2.923
1732,Lithuania,56.0,24.0,26/4/2020,1426,16,41,1,523.824,5.877,15.061,0.367,104488,5540,38.382,2.035
1733,Lithuania,56.0,24.0,27/4/2020,1438,12,41,0,528.232,4.408,15.061,0.0,106775,2287,39.222,0.84
1734,Lithuania,56.0,24.0,28/4/2020,1449,11,41,0,532.272,4.041,15.061,0.0,111809,5034,41.072,1.849
1735,Lithuania,56.0,24.0,29/4/2020,1344,-105,44,3,493.702,-38.57,16.163,1.102,118201,6392,43.42,2.348
1736,Lithuania,56.0,24.0,30/4/2020,1375,31,45,1,505.089,11.387,16.53,0.367,125555,7354,46.121,2.701
1737,Luxembourg,49.75,6.1667,4/4/2020,2612,125,31,1,4172.684,199.688,49.523,1.598,22793,1330,36.412,2.125
1738,Luxembourg,49.75,6.1667,10/4/2020,3115,81,52,6,4976.229,129.398,83.07,9.585,28273,752,45.166,1.201
1739,Luxembourg,49.75,6.1667,11/4/2020,3223,108,54,2,5148.76,172.531,86.265,3.195,28965,692,46.272,1.105
1740,Luxembourg,49.75,6.1667,12/4/2020,3270,47,62,8,5223.842,75.083,99.045,12.78,29315,350,46.831,0.559
1741,Luxembourg,49.75,6.1667,15/4/2020,3307,15,67,0,5282.95,23.963,107.033,0.0,30723,1200,49.08,1.917
1742,Luxembourg,49.75,6.1667,16/4/2020,3373,66,69,2,5388.385,105.435,110.228,3.195,31660,937,50.577,1.497
