geo_name|internal_point_lat|internal_point_lon
Marshall County|34.7661897|-89.5042310
Monroe County|33.8900295|-88.4850379
Montgomery County|33.5007144|-89.6396251
Neshoba County|32.7525180|-89.1192743
Newton County|32.4019702|-89.1184115
Noxubee County|33.1062703|-88.5657874
Oktibbeha County|33.4223134|-88.8761514
Panola County|34.3652052|-89.9630654
Pearl River County|30.7737908|-89.5868315
Perry County|31.1693073|-88.9887554
Pike County|31.1775167|-90.3977249
Pontotoc County|34.2270808|-89.0372387
Prentiss County|34.6208655|-88.5222401
Quitman County|34.2526398|-90.2905254
Rankin County|32.2620570|-89.9465517
Scott County|32.4271272|-89.5332094
Sharkey County|32.8924897|-90.8273880
Simpson County|31.9025034|-89.9177072
Smith County|32.0190335|-89.4949726
Stone County|30.7901840|-89.1122970
Sunflower County|33.6055289|-90.5950901
Tallahatchie County|33.9558908|-90.1728334
Tate County|34.6495534|-89.9431049
Tippah County|34.7636183|-88.9188185
Tishomingo County|34.7376991|-88.2360673
Tunica County|34.6522011|-90.3717697
Union County|34.4891011|-89.0022997
Walthall County|31.1644920|-90.1034306
Warren County|32.3570054|-90.8517913
Washington County|33.2731314|-90.9444296
Wayne County|31.6447604|-88.6820566
Webster County|33.6120482|-89.2838356
Wilkinson County|31.1602492|-91.3255665
Winston County|33.0787236|-89.0373913
Yalobusha County|34.0306685|-89.7037930
Yazoo County|32.7656747|-90.3879282
Adair County|40.1906655|-92.6035922
Andrew County|39.9888628|-94.8035511
Atchison County|40.4318460|-95.4375546
Audrain County|39.2144798|-91.8434148
Barry County|36.6993775|-93.8343258
Barton County|37.5007989|-94.3440893
Bates County|38.2572171|-94.3392459
Benton County|38.3010358|-93.2879421
Bollinger County|37.3183491|-90.0246011
Boone County|38.9896570|-92.3107786
Buchanan County|39.6603695|-94.8081728
Butler County|36.7151802|-90.4031300
Caldwell County|39.6589977|-93.9791785
Callaway County|38.8359656|-91.9240894
Camden County|38.0319950|-92.7651375
Cape Girardeau County|37.3838819|-89.6849079
Carroll County|39.4273754|-93.5002266
Carter County|36.9447832|-90.9456257
Cass County|38.6471588|-94.3542424
Cedar County|37.7336549|-93.8500144
Chariton County|39.5179685|-92.9616205
Christian County|36.9697388|-93.1876139
Clark County|40.4072748|-91.7294720
Clay County|39.3155512|-94.4215023
Clinton County|39.6087233|-94.3958028
Cole County|38.5068473|-92.2714039
Cooper County|38.8453861|-92.8123231
Crawford County|37.9665605|-91.3139328
Dade County|37.4323495|-93.8548780
Dallas County|37.6835832|-93.0338115
Daviess County|39.9628387|-93.9700530
DeKalb County|39.8946645|-94.4071901
Dent County|37.6032500|-91.4959157
Douglas County|36.9465168|-92.5158918
Dunklin County|36.1530246|-90.0622538
Franklin County|38.4083125|-91.0734098
Gasconade County|38.4411826|-91.5057795
Gentry County|40.2093789|-94.4041102
Greene County|37.2581957|-93.3406409
Grundy County|40.1125409|-93.5650538
Harrison County|40.3456200|-93.9925818
Henry County|38.3864909|-93.7926278
Hickory County|37.9367003|-93.3228345
Holt County|40.0957240|-95.2190716
Howard County|39.1433650|-92.6959255
Howell County|36.7743685|-91.8873677
Iron County|37.6259598|-90.6996270
Jackson County|39.0072333|-94.3425074
Jasper County|37.2008646|-94.3388687
Jefferson County|38.2574144|-90.5431382
Johnson County|38.7458799|-93.8059991
Knox County|40.1367764|-92.1468094
Laclede County|37.6596901|-92.5948322
Lafayette County|39.0687048|-93.8026388
Lawrence County|37.1061352|-93.8332618
Lewis County|40.0845592|-91.7288031
Lincoln County|39.0585680|-90.9577713
Linn County|39.8644404|-93.1080190
Livingston County|39.7785870|-93.5482013
McDonald County|36.6302180|-94.3439556
Macon County|39.8297950|-92.5643400
Madison County|37.4732347|-90.3454526
Maries County|38.1626154|-91.9236010
Marion County|39.8075383|-91.6353791
Mercer County|40.4214135|-93.5676313
Miller County|38.2167197|-92.4298711
Mississippi County|36.8262640|-89.2959286
Moniteau County|38.6330371|-92.5836417
Monroe County|39.4982695|-92.0064582
Montgomery County|38.9351623|-91.4654372
Morgan County|38.4208069|-92.8748352
New Madrid County|36.5942608|-89.6559485
Newton County|36.9080167|-94.3347407
Nodaway County|40.3604838|-94.8832814
Oregon County|36.6848672|-91.4029021
Osage County|38.4642535|-91.8595036
Ozark County|36.6496431|-92.4585804
Pemiscot County|36.2099162|-89.7859419
Perry County|37.7111296|-89.8021249
Pettis County|38.7273667|-93.2852073
Phelps County|37.8663263|-91.7903492
Pike County|39.3441784|-91.1710415
Platte County|39.3786957|-94.7614717
Polk County|37.6167611|-93.4008166
Pulaski County|37.8248346|-92.2070224
Putnam County|40.4786055|-93.0145314
Ralls County|39.5534554|-91.5247867
Randolph County|39.4416013|-92.4927245
Ray County|39.3084005|-93.9957462
Reynolds County|37.3608568|-90.9695158
Ripley County|36.6489017|-90.8670597
St. Charles County|38.7811023|-90.6749153
St. Clair County|38.0390688|-93.7730765
Ste. Genevieve County|37.8901797|-90.1811702
St. Francois County|37.8107068|-90.4738684
St. Louis County|38.6407022|-90.4459541
Saline County|39.1358403|-93.2041639
Schuyler County|40.4693611|-92.5190156
Scotland County|40.4476855|-92.1428235
Scott County|37.0477927|-89.5680975
Shannon County|37.1519796|-91.3983635
Shelby County|39.7975309|-92.0887194
Stoddard County|36.8554282|-89.9417354
Stone County|36.7478573|-93.4677823
Sullivan County|40.2095870|-93.1097826
Taney County|36.6498267|-93.0428188
Texas County|37.3142565|-91.9644783
Vernon County|37.8501957|-94.3415972
Warren County|38.7619020|-91.1593065
Washington County|37.9423150|-90.8970558
Wayne County|37.1138253|-90.4608682
Webster County|37.2808043|-92.8760795
Worth County|40.4804817|-94.4191286
Wright County|37.2676356|-92.4800104
St. Louis city|38.6356988|-90.2445816
Beaverhead County|45.1338633|-112.8928694
Big Horn County|45.4078690|-107.5181625
Blaine County|48.4282823|-108.9676475
Broadwater County|46.3344755|-111.4961030
Carbon County|45.2244745|-109.0285509
Carter County|45.5168247|-104.5153243
Cascade County|47.3164427|-111.3505710
Chouteau County|47.8868370|-110.4361888
Custer County|46.2614807|-105.5505080
Daniels County|48.7944290|-105.5417385
Dawson County|47.2724248|-104.9010267
Deer Lodge County|46.0990592|-113.1391079
Fallon County|46.3181841|-104.4057182
Fergus County|47.2229967|-109.2232798
Flathead County|48.3146961|-114.0543188
Gallatin County|45.5355586|-111.1734431
Garfield County|47.2811742|-106.9822116
Glacier County|48.7056706|-112.9905023
Golden Valley County|46.3806243|-109.1745855
Granite County|46.3953581|-113.4256827
Hill County|48.6283314|-110.1063715
Jefferson County|46.1265574|-112.0567713
Judith Basin County|47.0325580|-110.3053200
Lake County|47.6429007|-114.0836866
Lewis and Clark County|47.1221333|-112.3829537
Liberty County|48.5596541|-111.0369242
Lincoln County|48.5422316|-115.4043432
McCone County|47.6296277|-105.7572220
Madison County|45.3192879|-111.9173279
Meagher County|46.5857058|-110.9217812
Mineral County|47.1552126|-115.0645501
Missoula County|47.0272626|-113.8926807
Musselshell County|46.5056647|-108.4369821
Park County|45.4219048|-110.5327983
Petroleum County|47.1419168|-108.2265753
Phillips County|48.2501547|-107.9288331
Pondera County|48.2303122|-112.2199279
Powder River County|45.4088904|-105.5552589
Powell County|46.8442254|-112.9310998
Prairie County|46.8524335|-105.3758080
Ravalli County|46.0792979|-114.1190647
Richland County|47.7855132|-104.5633871
Roosevelt County|48.2827471|-104.9951698
Rosebud County|46.1617341|-106.7019526
Sanders County|47.7564686|-115.1802247
Sheridan County|48.7055228|-104.5339129
Silver Bow County|45.8959590|-112.6602218
Stillwater County|45.6634955|-109.3917515
Sweet Grass County|45.8130601|-109.9413124
Teton County|47.8190352|-112.2817249
Toole County|48.6450515|-111.7334927
Treasure County|46.2096360|-107.2804935
Valley County|48.3657129|-106.6878830
Wheatland County|46.4970466|-109.8571467
Wibaux County|46.9628656|-104.2744656
Yellowstone County|45.9369867|-108.2766564
Adams County|40.5206322|-98.5000441
Antelope County|42.1832253|-98.0580367
Arthur County|41.5708557|-101.6970450
Banner County|41.5397495|-103.7262626
Blaine County|41.9252304|-99.9907710
Boone County|41.7054004|-98.0667935
Box Butte County|42.2156652|-103.0878210
Boyd County|42.8944477|-98.7730221
Brown County|42.3493903|-99.9231761
Buffalo County|40.8552260|-99.0749833
Burt County|41.8541794|-96.3377462
Butler County|41.2260724|-97.1320395
Cass County|40.9098778|-96.1406086
Cedar County|42.6045112|-97.2568241
Chase County|40.5303903|-101.6941918
Cherry County|42.5669845|-101.0726220
Cheyenne County|41.2142358|-103.0119289
Clay County|40.5236688|-98.0510501
Colfax County|41.5746753|-97.0894549
Cuming County|41.9158651|-96.7885168
Custer County|41.3938927|-99.7268662
Dakota County|42.3904564|-96.5625485
Dawes County|42.7112144|-103.1348721
Dawson County|40.8673784|-99.8151537
Deuel County|41.1129878|-102.3326036
Dixon County|42.4852801|-96.8558616
Dodge County|41.5770082|-96.6458526
Douglas County|41.2970908|-96.1540664
Dundy County|40.1801650|-101.6811327
Fillmore County|40.5250399|-97.5967053
Franklin County|40.1832031|-98.9620800
Frontier County|40.5309469|-100.4066834
Furnas County|40.1919912|-99.9096609
Gage County|40.2552337|-96.6834528
Garden County|41.6593814|-102.3282290
Garfield County|41.9055715|-98.9229984
Gosper County|40.5098384|-99.8240783
Grant County|41.9158667|-101.7568746
Greeley County|41.5675996|-98.5305656
Hall County|40.8660232|-98.4980036
Hamilton County|40.8771451|-98.0219432
Harlan County|40.1787663|-99.4034177
Hayes County|40.5357859|-101.0555802
Hitchcock County|40.1768964|-101.0442170
Holt County|42.4592867|-98.7847662
Hooker County|41.9187000|-101.1168102
Howard County|41.2194026|-98.5133031
Jefferson County|40.1757356|-97.1431027
Johnson County|40.3954568|-96.2685622
Kearney County|40.5062692|-98.9484608
Keith County|41.1944042|-101.6444736
Keya Paha County|42.8754803|-99.7183514
Kimball County|41.1991550|-103.7111054
Knox County|42.6344045|-97.8913492
Lancaster County|40.7835474|-96.6886584
Lincoln County|41.0503221|-100.7444808
Logan County|41.5421555|-100.4436647
Loup County|41.8977143|-99.5097643
McPherson County|41.5964727|-101.0602369
Madison County|41.9099293|-97.6068564
Merrick County|41.1698005|-98.0310505
Morrill County|41.7322051|-102.9905986
Nance County|41.4023855|-97.9914083
Nemaha County|40.3874479|-95.8509538
Nuckolls County|40.1764918|-98.0468422
Otoe County|40.6379916|-96.1310274
Pawnee County|40.1378496|-96.2452254
Perkins County|40.8560651|-101.6364427
Phelps County|40.5163647|-99.4065568
Pierce County|42.2714129|-97.6109917
Platte County|41.5768655|-97.5134673
Polk County|41.1879253|-97.5706627
Red Willow County|40.1694196|-100.4685764
Richardson County|40.1237427|-95.7186026
Rock County|42.4133245|-99.4585300
Saline County|40.5168024|-97.1317550
Sarpy County|41.1150635|-96.1091254
Saunders County|41.2231522|-96.6409225
Scotts Bluff County|41.8515889|-103.7058602
Seward County|40.8719439|-97.1403830
Sheridan County|42.5070737|-102.3896980
Sherman County|41.2187425|-98.9728492
Sioux County|42.4838060|-103.7426049
Stanton County|41.9047925|-97.1747241
Thayer County|40.1738446|-97.5962626
Thomas County|41.8486202|-100.5069105
Thurston County|42.1540613|-96.5339428
Valley County|41.5640938|-98.9834841
Washington County|41.5339790|-96.2245739
Wayne County|42.2107460|-97.1262433
Webster County|40.1806461|-98.4985897
Wheeler County|41.9378588|-98.5222885
York County|40.8730557|-97.5967418
Churchill County|39.5257006|-118.2704194
Clark County|36.2142360|-115.0138188
Douglas County|38.9051292|-119.6090191
Elko County|41.1411327|-115.3514239
Esmeralda County|37.7789658|-117.6323824
Eureka County|39.9777878|-116.2722082
Humboldt County|41.4079136|-118.1275915
Lander County|39.9002105|-117.0472398
Lincoln County|37.6346050|-114.8630367
Lyon County|39.0222136|-119.1974170
Mineral County|38.5166470|-118.4162794
Nye County|37.9663789|-116.4590468
Pershing County|40.4396390|-118.4094765
Storey County|39.4383853|-119.5246462
Washoe County|40.7033108|-119.7103147
White Pine County|39.4178040|-114.9009447
Carson City|39.1534468|-119.7434420
Belknap County|43.5191091|-71.4253661
Carroll County|43.8675668|-71.2016650
Cheshire County|42.9254553|-72.2482169
Coos County|44.6524194|-71.2893827
Grafton County|43.9264884|-71.8422643
Hillsborough County|42.9116429|-71.7231012
Merrimack County|43.2994849|-71.6801295
Rockingham County|42.9893596|-71.0994374
Strafford County|43.2931773|-71.0359266
Sullivan County|43.3611883|-72.2220839
Atlantic County|39.4693540|-74.6337584
Bergen County|40.9590904|-74.0745218
Burlington County|39.8757858|-74.6630063
Camden County|39.8023521|-74.9612508
Cape May County|39.0861425|-74.8477158
Cumberland County|39.3283874|-75.1216435
Essex County|40.7872165|-74.2461362
Gloucester County|39.7210193|-75.1437077
Hudson County|40.7313837|-74.0786266
Hunterdon County|40.5652832|-74.9119695
Mercer County|40.2825027|-74.7037240
Middlesex County|40.4395925|-74.4075852
Monmouth County|40.2870560|-74.1524457
Morris County|40.8585805|-74.5474268
Ocean County|39.8658498|-74.2630272
Passaic County|41.0337634|-74.3003075
Salem County|39.5738282|-75.3573559
Somerset County|40.5655218|-74.6199300
Sussex County|41.1374239|-74.6918545
Union County|40.6598707|-74.3086957
Warren County|40.8535238|-75.0095421
Bernalillo County|35.0540019|-106.6690645
Catron County|33.9018135|-108.3920974
Chaves County|33.3616045|-104.4698374
Cibola County|34.9320500|-108.0002545
Colfax County|36.6129625|-104.6401256
Curry County|34.5729841|-103.3460546
De Baca County|34.3514285|-104.4015274
Doña Ana County|32.3509119|-106.8321821
Eddy County|32.4578575|-104.3064708
Grant County|32.7320870|-108.3815043
Guadalupe County|34.8697822|-104.7849677
Harding County|35.8631519|-103.8299311
Hidalgo County|31.8996575|-108.7457292
Lea County|32.7956865|-103.4132707
Lincoln County|33.7409407|-105.4490834
Los Alamos County|35.8700469|-106.3079679
Luna County|32.1844822|-107.7466387
McKinley County|35.5737323|-108.2553073
Mora County|35.9828413|-104.9218975
Otero County|32.5887764|-105.7810785
Quay County|35.1070184|-103.5480712
Rio Arriba County|36.5096687|-106.6939829
Roosevelt County|34.0214569|-103.4827248
Sandoval County|35.6850734|-106.8826177
San Juan County|36.5116245|-108.3245778
San Miguel County|35.4768758|-104.8035146
Santa Fe County|35.5137223|-105.9664409
Sierra County|33.1194790|-107.1881607
Socorro County|33.9916142|-106.9390026
Taos County|36.5765287|-105.6379865
Torrance County|34.6346444|-105.8468361
Union County|36.4880853|-103.4757229
Valencia County|34.7168404|-106.8065821
Albany County|42.5882713|-73.9740136
Allegany County|42.2478938|-78.0261758
Bronx County|40.8487111|-73.8529390
Broome County|42.1619773|-75.8302910
Cattaraugus County|42.2448527|-78.6810055
Cayuga County|43.0085456|-76.5745866
Chautauqua County|42.3042159|-79.4075949
Chemung County|42.1552807|-76.7471788
Chenango County|42.4897320|-75.6049051
Clinton County|44.7527103|-73.7056478
Columbia County|42.2477286|-73.6268046
Cortland County|42.5938237|-76.0762647
Delaware County|42.1939865|-74.9667280
Dutchess County|41.7550085|-73.7399512
Erie County|42.7527590|-78.7781922
Essex County|44.1089711|-73.7775726
Franklin County|44.5943743|-74.3106698
Fulton County|43.1156093|-74.4236782
Genesee County|43.0009096|-78.1927784
Greene County|42.2869511|-74.1494949
Hamilton County|43.6578786|-74.5024556
Herkimer County|43.4616351|-74.8946938
Jefferson County|43.9953714|-76.0535218
Kings County|40.6351332|-73.9507774
Lewis County|43.7863965|-75.4426165
Livingston County|42.7274845|-77.7697795
Madison County|42.9100255|-75.6635749
Monroe County|43.4644751|-77.6646556
Montgomery County|42.9008912|-74.4353575
Nassau County|40.7296870|-73.5893844
New York County|40.7765574|-73.9701736
Niagara County|43.4567309|-78.7921425
Oneida County|43.2427273|-75.4342824
Onondaga County|43.0065299|-76.1961167
Ontario County|42.8566949|-77.3032768
Orange County|41.4024096|-74.3062522
Orleans County|43.5022867|-78.2297258
Oswego County|43.4614428|-76.2092580
Otsego County|42.6297762|-75.0288410
Putnam County|41.4279035|-73.7438816
Queens County|40.6585571|-73.8379293
Rensselaer County|42.7104206|-73.5138454
Richmond County|40.5638553|-74.1370633
Rockland County|41.1547851|-74.0247721
St. Lawrence County|44.4881125|-75.0743110
Saratoga County|43.1061353|-73.8553872
Schenectady County|42.8175421|-74.0435834
Schoharie County|42.5912940|-74.4381718
Schuyler County|42.4197760|-76.9386038
Seneca County|42.7822943|-76.8270880
Steuben County|42.2667252|-77.3855253
Suffolk County|40.9435540|-72.6922184
Sullivan County|41.7201763|-74.7646796
Tioga County|42.1780568|-76.2974503
Tompkins County|42.4532811|-76.4737116
Ulster County|41.9472321|-74.2654470
Warren County|43.5551053|-73.8381388
Washington County|43.3123766|-73.4394282
Wayne County|43.4587577|-77.0631637
Westchester County|41.1527698|-73.7459120
Wyoming County|42.7013627|-78.2285667
Yates County|42.6382370|-77.1043238
Alamance County|36.0419739|-79.3999353
Alexander County|35.9209506|-81.1774668
Alleghany County|36.4893563|-81.1322988
Anson County|34.9749961|-80.1099594
Ashe County|36.4363053|-81.4987699
Avery County|36.0728941|-81.9203630
Beaufort County|35.4823128|-76.8420144
Bertie County|36.0613302|-76.9623670
Bladen County|34.5919485|-78.5395125
Brunswick County|34.0387081|-78.2276879
Buncombe County|35.6093714|-82.5304259
Burke County|35.7461820|-81.7061795
Cabarrus County|35.3878448|-80.5528682
Caldwell County|35.9578566|-81.5300759
Camden County|36.3423438|-76.1624876
Carteret County|34.8583130|-76.5269665
Caswell County|36.3930972|-79.3325457
Catawba County|35.6631822|-81.2141513
Chatham County|35.7049939|-79.2514542
Cherokee County|35.1362326|-84.0613080
Chowan County|36.1272880|-76.6020704
Clay County|35.0529971|-83.7522638
Cleveland County|35.3346302|-81.5571145
Columbus County|34.2604711|-78.6363776
Craven County|35.1181789|-77.0825413
Cumberland County|35.0501921|-78.8287186
Currituck County|36.3721739|-75.9412242
Dare County|35.6062688|-75.7675364
Davidson County|35.7951225|-80.2065247
Davie County|35.9293560|-80.5425423
Duplin County|34.9344033|-77.9335434
Durham County|36.0365885|-78.8779193
Edgecombe County|35.9170554|-77.6026551
Forsyth County|36.1316671|-80.2572892
Franklin County|36.0882406|-78.2830903
Gaston County|35.2933443|-81.1772556
Gates County|36.4421353|-76.7023552
Graham County|35.3481113|-83.8309088
Granville County|36.2998840|-78.6576338
Greene County|35.4819328|-77.6816672
Guilford County|36.0790650|-79.7886652
Halifax County|36.2514376|-77.6448423
Harnett County|35.3686348|-78.8716104
Haywood County|35.5570974|-82.9728070
Henderson County|35.3364243|-82.4796336
Hertford County|36.3635174|-76.9816160
Hoke County|35.0172328|-79.2419636
Hyde County|35.4081567|-76.1536867
Iredell County|35.8063558|-80.8745449
Jackson County|35.2864625|-83.1306405
Johnston County|35.5134050|-78.3672671
Jones County|35.0321598|-77.3564428
Lee County|35.4760747|-79.1722200
Lenoir County|35.2380617|-77.6390233
Lincoln County|35.4878252|-81.2251762
McDowell County|35.6822317|-82.0480292
Macon County|35.1529593|-83.4219010
Madison County|35.8640801|-82.7127309
Martin County|35.8410585|-77.1128666
Mecklenburg County|35.2468623|-80.8338317
Mitchell County|36.0131020|-82.1635541
Montgomery County|35.3380706|-79.9041962
Moore County|35.3101631|-79.4806639
Nash County|35.9659447|-77.9875546
New Hanover County|34.1774660|-77.8713775
Northampton County|36.4217739|-77.3983518
Onslow County|34.7634600|-77.5032971
Orange County|36.0624990|-79.1193552
Pamlico County|35.1474623|-76.6650693
Pasquotank County|36.2652763|-76.2603545
Pender County|34.5125805|-77.8880289
Perquimans County|36.1782605|-76.4042691
Person County|36.3863868|-78.9654705
Pitt County|35.5910652|-77.3724038
Polk County|35.2789284|-82.1676673
Randolph County|35.7099148|-79.8062153
Richmond County|35.0019574|-79.7478094
Robeson County|34.6392096|-79.1008811
Rockingham County|36.3809268|-79.7828887
Rowan County|35.6392183|-80.5253439
Rutherford County|35.4027469|-81.9195825
Sampson County|34.9905745|-78.3713822
Scotland County|34.8400226|-79.4773366
Stanly County|35.3105227|-80.2543552
Stokes County|36.4041946|-80.2392707
Surry County|36.4154160|-80.6864631
Swain County|35.5688491|-83.4656136
Transylvania County|35.2100946|-82.8166964
Tyrrell County|35.8704196|-76.1653454
Union County|34.9915012|-80.5301312
Vance County|36.3654806|-78.4054343
Wake County|35.7898464|-78.6506240
Warren County|36.3979785|-78.0999244
Washington County|35.8445891|-76.5723342
Watauga County|36.2353712|-81.7099186
Wayne County|35.3627413|-78.0048260
Wilkes County|36.2093027|-81.1653541
Wilson County|35.7041251|-77.9189823
Yadkin County|36.1587653|-80.6651641
Yancey County|35.8895036|-82.3039804
Adams County|46.0968146|-102.5331983
Barnes County|46.9425500|-98.0701946
Benson County|48.0717375|-99.3619871
Billings County|47.0092826|-103.3649241
Bottineau County|48.7944116|-100.8312572
Bowman County|46.1078074|-103.5065860
Burke County|48.7864534|-102.5200874
Burleigh County|46.9718426|-100.4620005
Cass County|46.9270033|-97.2523747
Cavalier County|48.7684388|-98.4637903
Dickey County|46.1077559|-98.4965182
Divide County|48.8181424|-103.4976526
Dunn County|47.3546096|-102.6123649
Eddy County|47.7234355|-98.9004745
Emmons County|46.2842552|-100.2378424
Foster County|47.4643267|-98.8728167
Golden Valley County|46.9389237|-103.8446117
Grand Forks County|47.9260026|-97.4508510
Grant County|46.3578269|-101.6390494
Griggs County|47.4634630|-98.2324438
Hettinger County|46.4349387|-102.4583854
Kidder County|46.9353854|-99.7427266
LaMoure County|46.4641952|-98.5260571
Logan County|46.4692780|-99.5045846
McHenry County|48.2338417|-100.6332668
McIntosh County|46.1170337|-99.4430409
McKenzie County|47.7424751|-103.4032148
McLean County|47.6530553|-101.4217937
Mercer County|47.3032788|-101.8207650
Morton County|46.7137894|-101.2797430
Mountrail County|48.2102905|-102.3647561
Nelson County|47.9186666|-98.2044278
Oliver County|47.1180789|-101.3314198
Pembina County|48.7668959|-97.5454045
Pierce County|48.2388827|-99.9664970
Ramsey County|48.2655513|-98.7373289
Ransom County|46.4492764|-97.6475541
Renville County|48.7127815|-101.6581522
Richland County|46.2652192|-96.9379599
Rolette County|48.7682715|-99.8404634
Sargent County|46.1082063|-97.6300298
Sheridan County|47.5813734|-100.3414991
Sioux County|46.1092821|-101.0475245
Slope County|46.4458339|-103.4624620
Stark County|46.8170312|-102.6620262
Steele County|47.4582880|-97.7188952
Stutsman County|46.9711034|-98.9575923
Towner County|48.6821831|-99.2481583
Traill County|47.4462146|-97.1647538
Walsh County|48.3769789|-97.7222304
Ward County|48.2166858|-101.5405369
Wells County|47.5808513|-99.6715023
Williams County|48.3458667|-103.4873995
Adams County|38.8416807|-83.4741732
Allen County|40.7715280|-84.1065456
Ashland County|40.8432741|-82.2701212
Ashtabula County|41.9066441|-80.7456406
Athens County|39.3338481|-82.0460078
Auglaize County|40.5613090|-84.2240177
Belmont County|40.0176819|-80.9677268
Brown County|38.9313769|-83.8667723
Butler County|39.4399154|-84.5653972
Carroll County|40.5798841|-81.0907870
Champaign County|40.1327594|-83.7675425
Clark County|39.9170315|-83.7836760
Clermont County|39.0520838|-84.1496140
Clinton County|39.4140409|-83.8145417
Columbiana County|40.7684619|-80.7772307
Coshocton County|40.2967203|-81.9301123
Crawford County|40.8485080|-82.9247712
Cuyahoga County|41.7603920|-81.7242168
Darke County|40.1321763|-84.6204381
Defiance County|41.3216789|-84.4864334
Delaware County|40.2789411|-83.0074622
Erie County|41.5540061|-82.5258973
Fairfield County|39.7529346|-82.6282761
Fayette County|39.5538453|-83.4593267
Franklin County|39.9694465|-83.0082580
Fulton County|41.5972639|-84.1242667
Gallia County|38.8170456|-82.3017463
Geauga County|41.4993217|-81.1735054
Greene County|39.6874785|-83.8948943
Guernsey County|40.0566648|-81.4978750
Hamilton County|39.1969272|-84.5441868
Hancock County|41.0004711|-83.6660335
Hardin County|40.6604152|-83.6640773
Harrison County|40.2923175|-81.0915651
Henry County|41.3350722|-84.0658816
Highland County|39.1844883|-83.6036681
Hocking County|39.4903425|-82.4834447
Holmes County|40.5653086|-81.9298686
Huron County|41.1450798|-82.5946410
Jackson County|39.0134773|-82.6141420
Jefferson County|40.3991880|-80.7614097
Knox County|40.4036198|-82.4223930
Lake County|41.9241163|-81.3926429
Lawrence County|38.6038659|-82.5171856
Licking County|40.0936093|-82.4812506
Logan County|40.3875532|-83.7663430
Lorain County|41.4388045|-82.1797220
Lucas County|41.6823213|-83.4688665
Madison County|39.8966074|-83.4008847
Mahoning County|41.0108798|-80.7703956
Marion County|40.5882082|-83.1729272
Medina County|41.1160512|-81.8995658
Meigs County|39.0898068|-82.0283968
Mercer County|40.5353325|-84.6320588
Miami County|40.0533257|-84.2284135
Monroe County|39.7259688|-81.0906582
Montgomery County|39.7552177|-84.2905455
Morgan County|39.6249463|-81.8616989
Morrow County|40.5252659|-82.7977288
Muskingum County|39.9660457|-81.9435064
Noble County|39.7672316|-81.4526037
Ottawa County|41.5444667|-83.0092527
Paulding County|41.1191409|-84.5769665
Perry County|39.7431874|-82.2379525
Pickaway County|39.6489470|-83.0528267
Pike County|39.0713645|-83.0529207
Portage County|41.1686399|-81.1969318
Preble County|39.7379056|-84.6453581
Putnam County|41.0245334|-84.1298791
Richland County|40.7741674|-82.5427146
Ross County|39.3237625|-83.0595848
Sandusky County|41.3552905|-83.1427350
Scioto County|38.8150188|-82.9990277
Seneca County|41.1200082|-83.1274357
Shelby County|40.3366802|-84.2041425
Stark County|40.8141314|-81.3656673
Summit County|41.1218513|-81.5349361
Trumbull County|41.3089364|-80.7676557
Tuscarawas County|40.4474411|-81.4711570
Union County|40.2959008|-83.3670416
Van Wert County|40.8555203|-84.5857751
Vinton County|39.2520144|-82.4859610
Warren County|39.4256516|-84.1699063
Washington County|39.4506837|-81.4906531
Wayne County|40.8296612|-81.8871942
Williams County|41.5649581|-84.5843225
Wood County|41.3601834|-83.6226821
Wyandot County|40.8401221|-83.3131722
Adair County|35.8975000|-94.6516708
Alfalfa County|36.7297032|-98.3234449
Atoka County|34.3748131|-96.0347049
Beaver County|36.7483343|-100.4830555
Beckham County|35.2739452|-99.6716381
Blaine County|35.8777820|-98.4289343
Bryan County|33.9640035|-96.2641365
Caddo County|35.1679202|-98.3810447
Canadian County|35.5434160|-97.9798358
Carter County|34.2518484|-97.2879273
Cherokee County|35.9043668|-94.9967964
Choctaw County|34.0276453|-95.5542077
Cimarron County|36.7552758|-102.5087345
Cleveland County|35.2031167|-97.3283318
Coal County|34.5828612|-96.2880390
Comanche County|34.6626279|-98.4765971
Cotton County|34.2906760|-98.3734379
Craig County|36.7638896|-95.2015531
Creek County|35.9077324|-96.3797931
Custer County|35.6456012|-98.9973857
Delaware County|36.3933694|-94.8082060
Dewey County|35.9784330|-99.0140936
Ellis County|36.2242576|-99.7501388
Garfield County|36.3782725|-97.7877291
Garvin County|34.7093497|-97.3127231
Grady County|35.0210581|-97.8868902
Grant County|36.7882544|-97.7881508
Greer County|34.9352633|-99.5529675
Harmon County|34.7459710|-99.8441936
Harper County|36.8004561|-99.6628420
Haskell County|35.2322937|-95.1095776
Hughes County|35.0529339|-96.2511829
Jackson County|34.5939486|-99.4122097
Jefferson County|34.1050923|-97.8388139
Johnston County|34.3134553|-96.6542545
Kay County|36.8148423|-97.1437553
Kingfisher County|35.9494308|-97.9345680
Kiowa County|34.9214893|-98.9816168
Latimer County|34.8751365|-95.2722625
Le Flore County|34.8996421|-94.7034907
Lincoln County|35.7031175|-96.8813917
Logan County|35.9141514|-97.4507644
Love County|33.9577749|-97.2451238
McClain County|35.0164135|-97.4498113
McCurtain County|34.1170728|-94.7660863
McIntosh County|35.3690916|-95.6717644
Major County|36.3131189|-98.5420147
Marshall County|34.0270068|-96.7705330
Mayes County|36.3038040|-95.2356382
Murray County|34.4857664|-97.0715567
Muskogee County|35.6175506|-95.3839106
