Id,Plattform,Ende,Seiteninteraktionen,„Gefällt mir“-Angaben für Seite,Beitragskommentare,Beitragsinteraktionen,Beitragsreaktionen,Geteilte Beiträge,Fotoaufrufe,Kosten pro Seiteninteraktion (EUR),Kosten pro „Gefällt mir“ für Seite (EUR),Kosten pro Beitragskommentar (EUR),Kosten pro Beitragsinteraktion (EUR),Kosten pro Beitragsreaktion (EUR),Kosten pro geteiltem Beitrag (EUR),Kosten pro Fotoaufruf (EUR),Durchschnittliche Wiedergabedauer,Videowiedergabe in %,Link-Klicks,Individuelle Link-Klicks,Ausgehende Klicks,Individuelle ausgehende Klicks,CTR (Link-Klickrate),Individuelle CTR (Link-Klickrate),Ausgehende CTR (Klickrate),Individuelle ausgehende CTR (Klickrate),Individuelle Klicks (alle),Individuelle CTR (alle),CPC (Kosten pro Link-Klick) (EUR),Kosten pro individuellem Link-Klick (EUR),Kosten pro ausgehendem Klick (EUR),Kosten pro individuellem ausgehendem Klick (EUR),Kosten pro individuellem Klick (alle) (EUR),Geschätzte Steigerung der Werbeerinnerung (Personen),Geschätzte Steigerungsrate der Werbeerinnerung,Ziel,Ergebnisse,Indikator für Ergebnisse,Ergebnisrate,Reichweite,Frequenz,Impressionen,Auslieferung,Ausgegebener Betrag (EUR),Klicks (alle),CPC (alle) (EUR),CTR (alle),Brutto-Impressionen (enthält ungültige Impressionen von nicht Non-Human Traffic),Kosten pro Ergebnis,Kosten pro 1.000 erreichten Personen (EUR),CPM (Kosten pro 1.000 Impressionen) (EUR)
485,Facebook,12/9/2015,769,3,10,766,201,NA,528,"0,02470741222","6,333333333","1,9","0,02480417755","0,09452736318",NA,"0,03598484848",0:00:00,0,27,27,NA,NA,"0,1917205141","0,2030533203",NA,NA,1250,"9,40061668","0,7037037037","0,7037037037",NA,NA,"0,0152",0,0,Interaktionen,766,actions:post_engagement,"5,439181992",13297,"1,059111078",14083,completed,19,1799,"0,01056142301","12,77426685",0,"0,02480417755","1,428893735","1,349144358"
486,Facebook,12/8/2015,28,1,NA,27,2,1,NA,"0,6785714286",19,NA,"0,7037037037","9,5",19,NA,0:00:00,0,24,23,NA,NA,"2,803738318","2,69005848",NA,NA,33,"3,859649123","0,7916666667","0,8260869565",NA,NA,"0,5757575758",0,0,Interaktionen,27,actions:post_engagement,"3,154205607",855,"1,001169591",856,completed,19,40,"0,475","4,672897196",0,"0,7037037037","22,22222222","22,19626168"
487,Facebook,12/7/2015,323,4,NA,319,4,NA,NA,"0,05882352941","4,75",NA,"0,05956112853","4,75",NA,NA,0:00:00,0,315,299,NA,NA,"3,145910317","3,271334792",NA,NA,410,"4,485776805","0,06031746032","0,0635451505",NA,NA,"0,04634146341",0,0,Interaktionen,319,actions:post_engagement,"3,185858384",9140,"1,095514223",10013,completed,19,569,"0,03339191564","5,682612604",0,"0,05956112853","2,078774617","1,897533207"
488,Facebook,12/5/2015,63,NA,NA,63,3,2,NA,"0,296984127",NA,NA,"0,296984127","6,236666667","9,355",NA,0:00:00,0,58,54,NA,NA,"1,658090337","1,717557252",NA,NA,61,"1,940203562","0,3225862069","0,3464814815",NA,NA,"0,3067213115",0,0,Interaktionen,63,actions:post_engagement,"1,80102916",3144,"1,11259542",3498,completed,"18,71",71,"0,2635211268","2,029731275",0,"0,296984127","5,951017812","5,348770726"
489,Facebook,12/5/2015,518,3,4,515,52,NA,459,"0,03623552124","6,256666667","4,6925","0,03644660194","0,3609615385",NA,"0,04089324619",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,500,"9,062896502",NA,NA,NA,NA,"0,03754",0,0,Interaktionen,515,actions:post_engagement,"8,563352178",5517,"1,090085191",6014,completed,"18,77",669,"0,0280568012","11,1240439",0,"0,03644660194","3,402211347","3,121050881"
490,Facebook,12/4/2015,107,2,NA,105,2,NA,NA,"0,1775700935","9,5",NA,"0,180952381","9,5",NA,NA,0:00:00,0,103,102,NA,NA,"2,333484368","2,495718131",NA,NA,115,"2,813799853","0,1844660194","0,1862745098",NA,NA,"0,1652173913",0,0,Interaktionen,105,actions:post_engagement,"2,378794744",4087,"1,080009787",4414,completed,19,132,"0,1439393939","2,990484821",0,"0,180952381","4,648886714","4,304485727"
491,Facebook,12/4/2015,1,NA,NA,1,NA,NA,1,"0,08",NA,NA,"0,08",NA,NA,"0,08",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,1,10,NA,NA,NA,NA,"0,08",0,0,Interaktionen,1,actions:post_engagement,10,10,1,10,completed,"0,08",1,"0,08",10,0,"0,08",8,8
492,Facebook,12/3/2015,75,1,1,74,10,NA,63,"0,2533333333",19,19,"0,2567567568","1,9",NA,"0,3015873016",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,102,"2,164226607",NA,NA,NA,NA,"0,1862745098",0,0,Interaktionen,74,actions:post_engagement,"1,481184948",4713,"1,060046679",4996,completed,19,131,"0,1450381679","2,622097678",0,"0,2567567568","4,031402504","3,803042434"
493,Facebook,12/20/2015,1553,348,25,1205,104,16,182,"0,3863490019","1,724137931",24,"0,4979253112","5,769230769","37,5","3,296703297",0:00:00,0,39,29,NA,NA,"0,05885015844","0,09889173061",NA,NA,464,"1,58226769","15,38461538","20,68965517",NA,NA,"1,293103448",0,0,„Gefällt mir“-Angaben für eine Seite,348,actions:like,"0,5251244907",29325,"2,259846547",66270,completed,600,555,"1,081081081","0,837483024",0,"1,724137931","20,46035806","9,05387053"
494,Facebook,12/3/2015,1,NA,NA,1,NA,NA,1,"0,24",NA,NA,"0,24",NA,NA,"0,24",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,3,"6,666666667",NA,NA,NA,NA,"0,08",0,0,Interaktionen,1,actions:post_engagement,"2,222222222",45,1,45,completed,"0,24",3,"0,08","6,666666667",0,"0,24","5,333333333","5,333333333"
495,Facebook,12/3/2015,3,NA,NA,3,NA,NA,3,"0,07666666667",NA,NA,"0,07666666667",NA,NA,"0,07666666667",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,2,"7,142857143",NA,NA,NA,NA,"0,115",0,0,Interaktionen,3,actions:post_engagement,"10,71428571",28,1,28,completed,"0,23",4,"0,0575","14,28571429",0,"0,07666666667","8,214285714","8,214285714"
496,Facebook,12/3/2015,173,1,5,172,41,3,123,"0,1098265896",19,"3,8","0,1104651163","0,4634146341","6,333333333","0,1544715447",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,279,"4,318885449",NA,NA,NA,NA,"0,06810035842",0,0,Interaktionen,172,actions:post_engagement,"2,53351009",6460,"1,050928793",6789,completed,19,354,"0,05367231638","5,214317278",0,"0,1104651163","2,941176471","2,798644867"
497,Facebook,12/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,1,"6,666666667",NA,NA,NA,NA,"0,08",0,0,Interaktionen,NA,NA,NA,15,1,15,completed,"0,08",1,"0,08","6,666666667",0,NA,"5,333333333","5,333333333"
498,Facebook,12/19/2015,2053,588,16,1465,278,12,391,"0,2921529469","1,02005102","37,486875","0,4094129693","2,157517986","49,9825","1,53398977",0:00:00,0,83,66,NA,NA,"0,1198867576","0,1715800967",NA,NA,689,"1,791192222","7,226385542","9,087727273",NA,NA,"0,8705224964",0,0,„Gefällt mir“-Angaben für eine Seite,588,actions:like,"0,8493182343",38466,"1,799823221",69232,completed,"599,79",764,"0,785065445","1,103535937",0,"1,02005102","15,59273124","8,663479316"
499,Facebook,12/20/2015,4510,878,18,3632,427,12,528,"0,133037694","0,6833712984","33,33333333","0,1651982379","1,405152225",50,"1,136363636",0:00:00,0,247,151,NA,NA,"0,2492557647","0,3623623143",NA,NA,1115,"2,675721725","2,429149798","3,973509934",NA,NA,"0,5381165919",0,0,„Gefällt mir“-Angaben für eine Seite,878,actions:like,"0,8860184671",41671,"2,378032685",99095,completed,600,1312,"0,4573170732","1,323982037",0,"0,6833712984","14,39850256","6,054795903"
500,Audience Network,11/14/2015,339,NA,NA,339,NA,NA,NA,"0,114719417",NA,NA,"0,114719417",NA,NA,NA,0:00:00,0,339,318,NA,NA,"0,587399501","1,312476784",NA,NA,300,"1,238185645","0,114719417","0,1222952275",NA,NA,"0,1296329412",0,0,Traffic,339,actions:link_click,"0,587399501",24229,"2,381938999",57712,completed,"38,88988235",328,"0,1185667145","0,5683393402",0,"0,114719417","1,605096469","0,6738612828"
501,Audience Network,10/25/2015,2735,NA,NA,2735,NA,NA,NA,"0,08937460444",NA,NA,"0,08937460444",NA,NA,NA,0:00:00,0,2735,2420,NA,NA,"2,263267214","4,750500569",NA,NA,2380,"4,671979899","0,08937460444","0,1010080757",NA,NA,"0,1027056904",0,0,Traffic,2735,actions:link_click,"2,263267214",50942,"2,372168348",120843,completed,"244,4395432",2734,"0,0894072945","2,262439694",0,"0,08937460444","4,79838921","2,02278612"
502,Audience Network,10/31/2015,5865,NA,1,5865,NA,NA,NA,"0,1049252265",NA,"615,3864536","0,1049252265",NA,NA,NA,0:00:00,0,5864,5296,NA,NA,"1,227453599","3,182883587",NA,NA,4923,"2,958711461","0,1049431196","0,1161983485",NA,NA,"0,1250023266",0,0,Traffic,5864,actions:link_click,"1,227453599",166390,"2,871188172",477737,completed,"615,3864536",5483,"0,1122353554","1,147702606",0,"0,1049431196","3,698458162","1,288128099"
503,Facebook,12/19/2015,1207,560,12,647,172,17,164,"0,4967688484","1,070714286","49,96666667","0,9267387944","3,486046512","35,27058824","3,656097561",0:00:00,0,33,30,NA,NA,"0,0526525728","0,09975062344",NA,NA,669,"2,224438903","18,16969697","19,98666667",NA,NA,"0,8962630792",0,0,„Gefällt mir“-Angaben für eine Seite,560,actions:like,"0,893498205",30075,"2,083956775",62675,completed,"599,6",742,"0,8080862534","1,183885122",0,"1,070714286","19,93682461","9,566812924"
504,Facebook,12/19/2015,3281,554,14,2727,191,30,345,"0,1828710759","1,083032491","42,85714286","0,2200220022","3,141361257",20,"1,739130435",0:00:00,0,70,59,NA,NA,"0,07977207977","0,1744581448",NA,NA,772,"2,282740471","8,571428571","10,16949153",NA,NA,"0,7772020725",0,0,„Gefällt mir“-Angaben für eine Seite,554,actions:like,"0,6313390313",33819,"2,59469529",87750,completed,600,895,"0,6703910615","1,01994302",0,"1,083032491","17,74150625","6,837606838"
505,Facebook,11/21/2015,52,6,2,46,43,1,NA,"4,615384615",40,120,"5,217391304","5,581395349",240,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,480,"1,42395206",NA,NA,NA,NA,"0,5",0,0,Veranstaltungszu-/absagen,46,actions:rsvp,"0,08549550219",33709,"1,596131597",53804,completed,240,621,"0,38647343","1,15418928",0,"5,217391304","7,119760301","4,460634897"
506,Facebook,12/2/2015,315159,32,173,315127,176,12,8,"0,005076770773","49,9996875","9,24849711","0,0050772863","9,090852273","133,3325","199,99875",0:00:00,0,80,79,NA,NA,"0,006774712032","0,01342176977",NA,NA,54455,"9,251676872","19,999875","20,25303797",NA,NA,"0,02938187494",51100,"8,681676396",Videoaufrufe,314678,actions:video_view,"26,64816041",588596,"2,006235177",1180862,completed,"1599,99",67523,"0,02369548154","5,718111007",0,"0,005084530854","2,718316129","1,354933938"
507,Facebook,11/14/2015,90,1,1,89,35,3,NA,"0,168779085","15,19011765","15,19011765","0,1706754792","0,4340033613","5,063372549",NA,0:00:00,0,50,44,NA,NA,"0,6027727547","0,7463952502",NA,NA,79,"1,340118745","0,3038023529","0,3452299465",NA,NA,"0,1922799702",0,0,Traffic,50,actions:link_click,"0,6027727547",5895,"1,407124682",8295,completed,"15,19011765",109,"0,1393588775","1,314044605",0,"0,3038023529","2,576779923","1,831237812"
508,Facebook,10/25/2015,125,3,NA,122,27,4,NA,"0,4444036548","18,51681895",NA,"0,4553316135","2,057424328","13,88761421",NA,0:00:00,0,91,83,NA,NA,"0,4951303118","0,5540351111",NA,NA,138,"0,9211668113","0,6104445807","0,6692826126",NA,NA,"0,4025395424",0,0,Traffic,91,actions:link_click,"0,4951303118",14981,"1,226820639",18379,completed,"55,55045685",177,"0,313844389","0,9630556614",0,"0,6104445807","3,708060667","3,022496156"
509,Facebook,10/31/2015,5779,27,55,5752,662,43,NA,"0,3261141281","69,80050172","34,26570084","0,3276449142","2,846848257","43,82822201",NA,0:00:00,0,4992,4312,NA,NA,"0,6507736411","1,209123386",NA,NA,6458,"1,810880989","0,3775267521","0,4370625108",NA,NA,"0,2918261918",0,0,Traffic,4992,actions:link_click,"0,6507736411",356622,"2,15098059",767087,completed,"1884,613546",9131,"0,2063972781","1,190347379",0,"0,3775267521","5,284625027","2,45684459"
510,Audience Network,10/14/2015,1114,NA,NA,1114,NA,NA,NA,"0,1075285358",NA,NA,"0,1075285358",NA,NA,NA,0:00:00,0,1114,1072,NA,NA,"0,8403551519","2,135968757",NA,NA,969,"1,930740416","0,1075285358","0,1117414075",NA,NA,"0,1236189772",0,0,Traffic,1114,actions:link_click,"0,8403551519",50188,"2,641328604",132563,completed,"119,7867889",1040,"0,1151796047","0,7845326373",0,"0,1075285358","2,386761554","0,9036215903"
511,Facebook,10/14/2015,2901,18,8,2883,104,3,NA,"0,3034171703","48,90073395","110,0266514","0,3053115543","8,463588568","293,4044037",NA,0:00:00,0,2768,2678,NA,NA,"0,7017508278","1,310759683",NA,NA,3305,"1,617647779","0,3179961023","0,3286830512",NA,NA,"0,2663277492",0,0,Traffic,2768,actions:link_click,"0,7017508278",204309,"1,930614902",394442,completed,"880,2132111",4219,"0,2086307682","1,069612262",0,"0,3179961023","4,308244919","2,23154028"
512,Audience Network,10/2/2015,473,NA,NA,473,NA,NA,NA,"0,09876726396",NA,NA,"0,09876726396",NA,NA,NA,0:00:00,0,473,414,NA,NA,"2,383471907","6,10619469",NA,NA,400,"5,899705015","0,09876726396","0,1128427919",NA,NA,"0,1167922896",0,0,Traffic,473,actions:link_click,"2,383471907",6780,"2,92699115",19845,completed,"46,71691585",463,"0,1009004662","2,333081381",0,"0,09876726396","6,890400568","2,35408999"
513,Facebook,9/25/2015,2667,42,236,2625,783,330,NA,"0,1874765654","11,9047619","2,118644068","0,1904761905","0,6385696041","1,515151515",NA,0:00:00,0,1276,1241,NA,NA,"1,518505296","1,545531533",NA,NA,2715,"3,381239414","0,3918495298","0,4029008864",NA,NA,"0,1841620626",0,0,Interaktionen,2625,actions:post_engagement,"3,123884327",80296,"1,046502939",84030,completed,500,3740,"0,1336898396","4,450791384",0,"0,1904761905","6,226960247","5,950255861"
514,Facebook,9/24/2015,1800,35,127,1765,789,241,NA,"0,2777777778","14,28571429","3,937007874","0,283286119","0,6337135615","2,074688797",NA,0:00:00,0,608,590,NA,NA,"0,6833303363","0,6793869396",NA,NA,1900,"2,187856246","0,8223684211","0,8474576271",NA,NA,"0,2631578947",0,0,Interaktionen,1765,actions:post_engagement,"1,983680993",86843,"1,024561565",88976,completed,500,2796,"0,1788268956","3,142420428",0,"0,283286119","5,757516438","5,619492897"
515,Facebook,10/2/2015,76,4,2,72,17,3,NA,"0,4379353177","8,320771037","16,64154207","0,4622650576","1,957828479","11,09436138",NA,0:00:00,0,50,47,NA,NA,"0,3999680026","0,4923012465",NA,NA,91,"0,9531790091","0,6656616829","0,7081507265",NA,NA,"0,3657481774",0,0,Traffic,50,actions:link_click,"0,3999680026",9547,"1,309416571",12501,completed,"33,28308415",124,"0,2684119689","0,9919206463",0,"0,6656616829","3,486234854","2,662433737"
516,Facebook,9/22/2015,3639,1,3,3638,13,1,NA,"0,00494641385",18,6,"0,004947773502","1,384615385",18,NA,0:00:00,0,9,8,NA,NA,"0,09982253771","0,09172208209",NA,NA,168,"1,926163724",2,"2,25",NA,NA,"0,1071428571",770,"8,828250401",Videoaufrufe,3612,actions:video_view,"40,0621118",8722,"1,033707865",9016,completed,18,232,"0,0775862069","2,573203194",0,"0,004983388704","2,063746847","1,996450754"
517,Facebook,9/15/2015,168,3,3,165,74,5,NA,"0,1071428571",6,6,"0,1090909091","0,2432432432","3,6",NA,0:00:00,0,83,82,NA,NA,"1,875706215","1,989808299",NA,NA,191,"4,634797379","0,2168674699","0,2195121951",NA,NA,"0,0942408377",0,0,Interaktionen,165,actions:post_engagement,"3,728813559",4121,"1,073768503",4425,completed,18,240,"0,075","5,423728814",0,"0,1090909091","4,367871876","4,06779661"
518,Facebook,9/12/2015,110,1,NA,109,16,NA,NA,"0,1636363636",18,NA,"0,1651376147","1,125",NA,NA,0:00:00,0,93,91,NA,NA,"3,065260382","3,118574366",NA,NA,113,"3,872515422","0,1935483871","0,1978021978",NA,NA,"0,1592920354",0,0,Interaktionen,109,actions:post_engagement,"3,592617007",2918,"1,039753256",3034,completed,18,129,"0,1395348837","4,251812788",0,"0,1651376147","6,168608636","5,93276203"
519,Facebook,9/10/2015,197,NA,1,197,93,7,NA,"0,09137055838",NA,18,"0,09137055838","0,1935483871","2,571428571",NA,0:00:00,0,96,92,NA,NA,"2,496099844","2,583543948",NA,NA,169,"4,745857905","0,1875","0,1956521739",NA,NA,"0,1065088757",370,"10,39033979",Interaktionen,197,actions:post_engagement,"5,122204888",3561,"1,080033698",3846,completed,18,214,"0,08411214953","5,564222569",0,"0,09137055838","5,054759899","4,680187207"
520,Facebook,9/7/2015,116,1,2,115,65,1,NA,"0,1551724138",18,9,"0,1565217391","0,2769230769",18,NA,0:00:00,0,47,47,NA,NA,"1,497292131","1,659018708",NA,NA,113,"3,988704553","0,3829787234","0,3829787234",NA,NA,"0,1592920354",0,0,Interaktionen,115,actions:post_engagement,"3,66358713",2833,"1,108012707",3139,completed,18,138,"0,1304347826","4,396304556",0,"0,1565217391","6,353688669","5,73431029"
521,Audience Network,9/17/2015,4901,NA,NA,4901,NA,NA,NA,"0,1077462386",NA,NA,"0,1077462386",NA,NA,NA,0:00:00,0,4901,4436,NA,NA,"1,685907315","5,246971991",NA,NA,4022,"4,757286147","0,1077462386","0,1190406482",NA,NA,"0,1312939621",0,0,Traffic,4901,actions:link_click,"1,685907315",84544,"3,438493565",290704,completed,"528,0643156",4501,"0,1173215542","1,548310309",0,"0,1077462386","6,24602947","1,816501718"
522,Audience Network,9/15/2015,1054,NA,NA,1054,NA,NA,NA,"0,1319583509",NA,NA,"0,1319583509",NA,NA,NA,0:00:00,0,1054,830,NA,NA,"1,115284906","5,082047514",NA,NA,730,"4,469752633","0,1319583509","0,167571207",NA,NA,"0,1905261669",0,0,Traffic,1054,actions:link_click,"1,115284906",16332,"5,786492775",94505,completed,"139,0841018",930,"0,1495527977","0,9840749167",0,"0,1319583509","8,516048361","1,471711569"
523,Audience Network,9/15/2015,1396,NA,NA,1396,NA,NA,NA,"0,1318685286",NA,NA,"0,1318685286",NA,NA,NA,0:00:00,0,1396,1291,NA,NA,"0,549727499","2,088050721",NA,NA,1150,"1,859998706","0,1318685286","0,1425936994",NA,NA,"0,1600769269",0,0,Traffic,1396,actions:link_click,"0,549727499",61828,"4,107265317",253944,completed,"184,088466",1248,"0,1475067836","0,4914469332",0,"0,1318685286","2,97742877","0,7249175644"
524,Facebook,9/17/2015,6620,199,27,6421,168,3,NA,"0,297875481","9,909224545","73,03465498","0,307107255","11,73771241","657,3118948",NA,0:00:00,0,6223,5568,NA,NA,"0,8822357723","1,722127545",NA,NA,7224,"2,23431203","0,3168786252","0,3541551157",NA,NA,"0,272970056",0,0,Traffic,6223,actions:link_click,"0,8822357723",323321,"2,18163064",705367,completed,"1971,935684",9652,"0,2043033241","1,368365688",0,"0,3168786252","6,0990028","2,795616586"
525,Facebook,9/4/2015,3860,1,NA,3859,5,2,NA,"0,004663212435",18,NA,"0,004664420834","3,6",9,NA,0:00:00,0,10,10,NA,NA,"0,09915716411","0,1006542526",NA,NA,79,"0,7951685959","1,8","1,8",NA,NA,"0,2278481013",800,"8,052340211",Videoaufrufe,3842,actions:video_view,"38,09618245",9935,"1,015098138",10085,completed,18,99,"0,1818181818","0,9816559246",0,"0,004685059865","1,811776548","1,784828954"
526,Facebook,9/15/2015,3905,50,82,3855,443,46,NA,"0,2972896026","23,21831796","14,15751095","0,3011454989","2,620577648","25,23730213",NA,0:00:00,0,3284,2884,NA,NA,"1,443199297","4,239181562",NA,NA,3777,"5,551799153","0,3535066681","0,4025367192",NA,NA,"0,3073645481",0,0,Traffic,3284,actions:link_click,"1,443199297",68032,"3,34474953",227550,completed,"1160,915898",5864,"0,1979733796","2,57701604",0,"0,3535066681","17,06426238","5,101805749"
527,Facebook,9/19/2015,19,3,NA,16,16,NA,NA,"9,427894737","59,71",NA,"11,195625","11,195625",NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,254,"1,096387102",NA,NA,NA,NA,"0,7052362205",0,0,Veranstaltungszu-/absagen,34,actions:rsvp,"0,08862706253",23167,"1,655933008",38363,completed,"179,13",291,"0,6155670103","0,7585433882",0,"5,268529412","7,732118962","4,669342856"
528,Facebook,9/15/2015,1247,3,16,1244,91,19,NA,"0,2533372366","105,3038447","19,74447088","0,2539481785","3,471555319","16,62692284",NA,0:00:00,0,1118,1034,NA,NA,"0,8967386945","1,547047294",NA,NA,1690,"2,528539581","0,2825684562","0,3055237273",NA,NA,"0,1869299018",0,0,Traffic,1118,actions:link_click,"0,8967386945",66837,"1,865344046",124674,completed,"315,911534",2579,"0,1224938092","2,068594895",0,"0,2825684562","4,726596556","2,533900685"
529,Facebook,8/10/2015,318,5,NA,313,26,2,NA,"0,2358490566",15,NA,"0,2396166134","2,884615385","37,5",NA,0:00:00,0,285,276,NA,NA,"1,181445094","1,208723833",NA,NA,387,"1,694841027","0,2631578947","0,2717391304",NA,NA,"0,1937984496",0,0,Interaktionen,313,actions:post_engagement,"1,297516893",22834,"1,056450907",24123,completed,75,428,"0,1752336449","1,774240352",0,"0,2396166134","3,284575633","3,109066037"
530,Facebook,8/9/2015,506,7,5,499,47,8,NA,"0,395256917","28,57142857",40,"0,4008016032","4,255319149",25,NA,0:00:00,0,439,433,NA,NA,"0,8100677209","0,8284068951",NA,NA,767,"1,46740898","0,4555808656","0,4618937644",NA,NA,"0,260756193",0,0,Interaktionen,499,actions:post_engagement,"0,920783127",52269,"1,036809581",54193,completed,200,870,"0,2298850575","1,605373388",0,"0,4008016032","3,826359793","3,690513535"
531,Facebook,8/14/2015,7510,106,82,7404,1519,523,NA,"0,2663089214","18,86773585","24,39","0,2701215559","1,316642528","3,824053537",NA,0:00:00,0,5280,5014,NA,NA,"0,8107784394","1,863607981",NA,NA,12470,"4,634860694","0,3787840909","0,3988791384",NA,NA,"0,16038332",0,0,Interaktionen,7404,actions:post_engagement,"1,136932493",269048,"2,42048259",651226,completed,"1999,98",16840,"0,118763658","2,585891841",0,"0,2701215559","7,433543457","3,071099741"
532,Audience Network,9/2/2015,140,NA,NA,140,NA,NA,NA,"0,1158593137",NA,NA,"0,1158593137",NA,NA,NA,0:00:00,0,140,136,NA,NA,"0,3563066273","0,5218926283",NA,NA,118,"0,4528186039","0,1158593137","0,1192669406",NA,NA,"0,1374602027",0,0,Traffic,140,actions:link_click,"0,3563066273",26059,"1,507809202",39292,completed,"16,22030392",124,"0,1308089026","0,3155858699",0,"0,1158593137","0,6224453708","0,412814413"
533,Audience Network,7/27/2015,547,NA,NA,547,NA,NA,NA,"0,1740985791",NA,NA,"0,1740985791",NA,NA,NA,0:00:00,0,547,515,NA,NA,"1,014315383","2,44748598",NA,NA,471,"2,238380382","0,1740985791","0,1849163549",NA,NA,"0,2021909189",0,0,Traffic,547,actions:link_click,"1,014315383",21042,"2,562874251",53928,completed,"95,23192279",504,"0,1889522277","0,9345794393",0,"0,1740985791","4,525801862","1,765908671"
534,Audience Network,7/18/2015,249,NA,NA,249,NA,NA,NA,"0,2089753785",NA,NA,"0,2089753785",NA,NA,NA,0:00:00,0,249,234,NA,NA,"0,9084275812","3,032659409",NA,NA,225,"2,916018663","0,2089753785","0,2223712361",NA,NA,"0,2312660855",0,0,Traffic,249,actions:link_click,"0,9084275812",7716,"3,552358735",27410,completed,"52,03486924",242,"0,2150201208","0,8828894564",0,"0,2089753785","6,743762214","1,898389976"
535,Audience Network,7/17/2015,333,NA,NA,333,NA,NA,NA,"0,2142505599",NA,NA,"0,2142505599",NA,NA,NA,0:00:00,0,333,321,NA,NA,"0,5556668002","1,714835194",NA,NA,310,"1,656071371","0,2142505599","0,2222599267",NA,NA,"0,2301465692",0,0,Traffic,333,actions:link_click,"0,5556668002",18719,"3,201453069",59928,completed,"71,34543646",324,"0,2202019644","0,5406487785",0,"0,2142505599","3,811391445","1,190519231"
536,Facebook,9/2/2015,5541,62,37,5479,152,3,1,"0,1234036629","11,02870478","18,48053233","0,1248000905","4,498550632","227,9265654","683,7796961",0:00:00,0,5286,4214,NA,NA,"1,425574032","2,497747641",NA,NA,4997,"2,96185215","0,129356734","0,1622638102",NA,NA,"0,136838042",0,0,Traffic,5286,actions:link_click,"1,425574032",168712,"2,197816397",370798,completed,"683,7796961",7461,"0,09164719154","2,012146775",0,"0,129356734","4,052940491","1,844076009"
537,Facebook,7/27/2015,1578,10,7,1568,106,14,1,"0,2565070198","40,47680772","57,82401103","0,2581429064","3,818566766","28,91200552","404,7680772",0:00:00,0,1440,1325,NA,NA,"1,181800276","1,490405165",NA,NA,1606,"1,806483544","0,2810889425","0,3054853413",NA,NA,"0,2520349173",0,0,Traffic,1440,actions:link_click,"1,181800276",88902,"1,370587838",121848,completed,"404,7680772",2119,"0,1910184413","1,739051934",0,"0,2810889425","4,552969306","3,321909898"
538,Facebook,7/22/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,7,1,7,completed,"0,01",0,0,0,0,NA,"1,428571429","1,428571429"
539,Facebook,7/15/2015,129,3,4,126,20,NA,NA,"0,5813953488",25,"18,75","0,5952380952","3,75",NA,NA,0:00:00,0,102,98,NA,NA,"0,09928166793","0,09624166478",NA,NA,302,"0,2965814568","0,7352941176","0,7653061224",NA,NA,"0,2483443709",0,0,Interaktionen,126,actions:post_engagement,"0,1226420604",101827,"1,008946547",102738,completed,75,408,"0,1838235294","0,3971266717",0,"0,5952380952","0,7365433529","0,7300122642"
540,Facebook,7/15/2015,368,4,1,364,64,4,NA,"0,2038043478","18,75",75,"0,206043956","1,171875","18,75",NA,0:00:00,0,295,287,NA,NA,"0,7060625643","0,7173206698",NA,NA,641,"1,602099475","0,2542372881","0,2613240418",NA,NA,"0,1170046802",0,0,Interaktionen,364,actions:post_engagement,"0,8712094014",40010,"1,044263934",41781,completed,75,744,"0,1008064516","1,780713722",0,"0,206043956","1,874531367","1,795074316"
541,Facebook,7/18/2015,89,1,NA,88,22,1,NA,"0,3142149524","27,96513076",NA,"0,3177855768","1,271142307","27,96513076",NA,0:00:00,0,65,62,NA,NA,"0,7833212822","0,9209744504",NA,NA,94,"1,396316102","0,4302327809","0,4510504961",NA,NA,"0,2975013911",0,0,Traffic,65,actions:link_click,"0,7833212822",6732,"1,232620321",8298,completed,"27,96513076",116,"0,2410787134","1,397927211",0,"0,4302327809","4,154059828","3,370104936"
542,Facebook,7/17/2015,34,NA,NA,34,9,1,NA,"0,2545459865",NA,NA,"0,2545459865","0,9616181713","8,654563541",NA,0:00:00,0,24,23,NA,NA,"0,7582938389","0,953961012",NA,NA,36,"1,493156367","0,3606068142","0,3762853714",NA,NA,"0,2404045428",0,0,Traffic,24,actions:link_click,"0,7582938389",2411,"1,312733306",3165,completed,"8,654563541",46,"0,1881426857","1,453396524",0,"0,3606068142","3,589615737","2,734459255"
